Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
75,Jordi Amat,es ESP,DFMF,Betis,es La Liga,25,1992,22.7,1609,1542,64,56,0,19,0,8,0,0,0,0,1444,3,15
76,Amath,sn SEN,MFFW,Getafe,es La Liga,21,1996,31.8,596,578,9,1,3,7,21,7,0,0,0,0,390,9,29
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,1370,1133,229,26,2,5,60,203,0,0,0,0,1102,8,37
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18,1998,0.5,35,33,1,1,0,1,0,0,0,0,0,0,32,1,0
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35,1303,977,321,40,1,8,43,281,0,0,0,0,1013,5,34
80,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,20,1996,19.4,851,801,41,17,2,2,49,10,14,8,2,0,658,9,29
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16,2000,0.1,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0
82,Nordin Amrabat,ma MAR,FW,Watford,eng Premier League,30,1987,2.2,78,75,2,0,0,1,9,2,0,0,0,0,44,1,5
83,Nordin Amrabat,ma MAR,FWMF,Leganés,es La Liga,30,1987,18,481,450,24,0,5,3,61,13,2,1,0,0,296,7,23
84,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,27,1989,1,33,18,15,7,0,0,0,0,0,0,0,0,12,0,0
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,424,406,18,13,0,5,0,5,0,0,0,0,371,0,6
86,Felipe Anderson,br BRA,FWMF,Lazio,it Serie A,24,1993,12.9,711,615,92,12,6,7,74,38,35,12,17,0,512,4,28
87,Florin Andone,ro ROU,FW,La Coruña,es La Liga,24,1993,18.2,308,271,35,0,0,0,17,2,0,0,0,0,188,2,20
88,Nícolas Andrade,br BRA,GK,Hellas Verona,it Serie A,29,1988,36,1444,909,528,129,0,7,0,0,0,0,0,0,868,7,0
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,26,1990,33.5,1900,1841,47,32,10,25,21,11,0,0,0,0,1482,12,39
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,862,809,49,37,0,8,4,1,0,0,0,0,693,4,9
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,1216,951,261,8,0,5,59,253,0,0,0,0,946,4,29
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,16,374,336,35,0,1,2,1,0,0,0,0,0,283,3,5
93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,27,1645,1223,411,66,0,33,226,304,41,5,36,0,1003,11,57
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,33,1984,8.5,361,267,94,24,0,2,0,0,0,0,0,0,274,0,0
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,0.3,10,10,0,0,0,0,0,0,0,0,0,0,3,0,0
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,9.9,503,472,30,18,0,10,2,12,0,0,0,0,411,1,2
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,20.8,1003,797,202,22,0,36,78,176,4,0,3,0,712,4,30
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,6.6,365,341,24,20,0,3,1,4,0,0,0,0,316,0,1
99,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,28.6,637,605,27,2,1,6,33,4,0,0,0,0,476,5,20
100,Waldemar Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,25.3,1217,1154,60,58,2,9,8,2,0,0,0,0,966,3,26
101,Luca Antonelli,it ITA,DFFW,Milan,it Serie A,30,1987,1.6,94,86,8,2,0,0,0,6,0,0,0,0,77,0,0
102,Michail Antonio,jm JAM,FWMF,West Ham,eng Premier League,27,1990,15,494,437,49,3,3,8,55,46,0,0,0,0,296,8,25
103,Mirko Antonucci,it ITA,FW,Roma,it Serie A,18,1999,0.3,16,15,1,0,0,0,5,1,0,0,0,0,12,0,1
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,31.1,1366,934,423,53,3,12,149,318,52,12,22,1,862,9,37
105,Dennis Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,21.7,1203,1002,198,51,0,10,104,97,50,19,29,0,971,3,18
106,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,27,1571,1532,35,25,7,7,14,2,8,5,2,0,1331,4,28
107,Alberto Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,14.4,1008,974,31,29,4,35,7,2,0,0,0,0,838,3,13
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,23.6,629,618,5,4,3,30,6,0,0,0,0,0,435,6,18
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,123,102,21,1,0,0,3,20,0,0,0,0,105,0,2
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,25.6,1759,1662,91,76,3,40,22,12,3,2,1,0,1492,6,28
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,22.4,755,711,40,10,9,15,69,8,22,12,7,0,535,4,27
112,Sergio Araujo,ar ARG,MFFW,Las Palmas,es La Liga,25,1992,0.4,21,19,2,0,0,0,0,1,0,0,0,0,20,0,1
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,26.8,1559,1447,101,59,0,88,11,40,2,0,1,0,1235,11,16
114,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,899,608,291,51,0,0,0,0,0,0,0,0,833,0,0
115,Scott Arfield,ca CAN,MFFW,Burnley,eng Premier League,28,1988,14.8,367,357,5,0,1,1,8,1,1,0,1,0,247,5,16
116,Samuel Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,4.8,85,70,15,0,0,0,1,0,0,0,0,0,63,0,0
117,Yoël Armougom,fr FRA,DFMF,Caen,fr Ligue 1,19,1998,1.5,84,56,28,1,0,1,9,26,1,0,1,0,52,0,8
118,José Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
119,Marko Arnautović,at AUT,FWMF,West Ham,eng Premier League,28,1989,25.7,757,722,34,11,9,2,61,11,3,1,2,0,505,1,39
120,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,27.3,1451,1267,176,104,2,34,114,3,63,31,26,2,1144,8,29
121,Jann-Fiete Arp,de GER,FWMF,Hamburger SV,de Bundesliga,17,2000,9.4,151,135,16,0,0,0,2,0,1,0,0,0,87,0,7
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,118,118,0,0,0,0,0,0,0,0,0,0,99,0,0
123,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,1056,748,301,95,0,0,0,0,0,0,0,0,700,7,2
124,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,10.7,592,563,29,27,1,6,5,1,1,1,0,0,513,0,6
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,2,95,83,12,12,0,0,0,0,0,0,0,0,81,0,0
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,1295,1147,144,18,0,14,31,126,0,0,0,0,1132,4,22
127,Takuma Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,8,179,174,4,1,2,0,11,0,0,0,0,0,131,1,13
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,26.5,1133,1112,17,13,0,6,7,4,0,0,0,0,942,4,24
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,657,390,264,64,0,1,0,0,0,0,0,0,406,3,0
130,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,20.5,1264,1172,87,16,9,21,106,19,50,12,17,2,1062,5,31
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,32.6,1316,1236,69,20,9,18,62,9,29,7,3,0,992,11,47
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,636,500,132,26,0,21,21,106,0,0,0,0,472,4,11
133,Simon Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,0.1,5,4,1,0,0,0,0,1,0,0,0,0,4,0,0
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,1534,1465,64,60,0,15,18,4,0,0,0,0,1319,5,9
135,Christian Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,25,1992,19.8,513,497,15,4,1,1,57,7,4,1,2,0,359,1,37
136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,11.7,337,312,24,0,1,1,16,3,0,0,0,0,225,1,14
137,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,15.7,341,301,38,0,0,0,23,1,0,0,0,0,247,2,8
138,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,14.1,299,281,17,4,1,1,12,1,1,0,0,0,229,1,11
139,Ludwig Augustinsson,se SWE,DFFW,Werder Bremen,de Bundesliga,23,1994,28.1,1450,1150,294,32,0,6,117,248,14,4,8,1,1103,6,68
140,Yann Aurel Bisseck,de GER,DFMF,Köln,de Bundesliga,16,2000,1.7,82,80,2,2,0,1,1,0,0,0,0,0,75,0,0
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,1035,837,194,7,1,2,68,187,0,0,0,0,779,4,35
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,250,241,6,0,1,0,2,1,0,0,0,0,168,3,8
143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,19.2,855,674,175,19,1,5,64,156,0,0,0,0,550,6,17
144,Felipe Avenatti,uy URU,FW,Bologna,it Serie A,24,1993,5.2,142,139,2,0,0,2,6,0,0,0,0,0,80,1,5
145,Durel Avounou,cg CGO,DFMF,Caen,fr Ligue 1,19,1997,7.2,267,230,37,2,0,1,21,35,0,0,0,0,181,0,9
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,648,558,86,32,0,7,2,54,0,0,0,0,484,4,9
147,André Ayew,gh GHA,MFFW,West Ham,eng Premier League,27,1989,9.9,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16
148,André Ayew,gh GHA,MFFW,Swansea City,eng Premier League,27,1989,10.6,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4
149,Jordan Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,31.7,887,850,35,7,3,0,45,5,0,0,0,0,700,2,27
150,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25,955,894,56,28,1,7,64,1,27,9,11,0,654,5,35
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,2924,2789,122,51,10,22,80,71,0,0,0,0,2469,13,23
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,856,689,164,21,0,0,23,143,0,0,0,0,655,3,12
153,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,24,1993,5,103,97,4,0,1,1,5,1,0,0,0,0,77,2,4
154,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,137,129,7,0,1,1,2,0,0,0,0,0,107,1,0
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,27.7,538,492,41,0,1,4,11,2,2,0,0,0,388,5,13
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,26.1,1775,1691,79,44,8,14,14,4,0,0,0,0,1469,5,21
157,Holger Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,24.1,1100,1046,48,47,0,8,2,1,0,0,0,0,910,6,9
158,Dylan Bahamboula,cg CGO,FWMF,Dijon,fr Ligue 1,22,1995,0.3,13,13,0,0,0,0,1,0,0,0,0,0,10,0,0
159,Farès Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,3.4,152,124,27,8,0,2,35,0,19,6,12,0,99,1,6
160,Stéphane Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,18.5,340,313,27,2,0,0,42,4,1,0,0,0,234,0,24
161,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,28.2,1644,1530,102,79,3,6,29,22,1,1,0,0,1196,12,34
162,Leon Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,24.6,1094,927,160,37,0,17,196,46,77,51,26,0,744,7,45
163,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,11.1,428,411,16,15,1,3,0,1,0,0,0,0,368,1,4
164,Leighton Baines,eng ENG,DF,Everton,eng Premier League,32,1984,21.2,1009,782,221,26,0,2,75,174,21,14,7,0,774,6,35
165,Riad Bajić,ba BIH,FWMF,Udinese,it Serie A,23,1994,0.9,19,19,0,0,1,0,0,0,0,0,0,0,13,0,1
166,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,22.8,628,617,7,5,2,1,11,2,0,0,0,0,432,4,21
167,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,14,293,274,17,1,1,3,12,0,0,0,0,0,209,2,9
168,Tiemoué Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,23.6,1116,1104,9,8,0,13,5,1,0,0,0,0,957,3,9
169,Zakaria Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,10.1,307,287,16,1,1,0,36,6,9,4,0,0,232,4,9
170,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,2.6,85,84,1,0,0,0,3,1,0,0,0,0,67,0,1
171,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,16.4,392,380,10,2,2,1,39,4,0,0,0,0,278,2,23
172,Sam Baldock,eng ENG,FW,Brighton,eng Premier League,28,1989,0.4,7,6,1,1,0,0,0,0,0,0,0,0,4,0,1
173,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,28,1989,20,779,746,25,1,2,22,55,20,0,0,0,0,603,8,25
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,17.2,791,615,176,11,0,3,50,165,0,0,0,0,599,0,27
175,Andrija Balić,hr CRO,MF,Udinese,it Serie A,19,1997,12,561,519,40,19,1,12,38,2,19,5,11,1,446,2,18
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,21.7,1205,944,260,15,0,9,51,245,0,0,0,0,918,1,45
177,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,20,1997,22.8,1228,994,233,19,0,2,44,213,1,0,0,0,1017,1,38
178,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,9.6,525,493,31,20,1,5,18,6,3,0,2,1,430,1,9
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,13,485,464,19,13,0,4,2,6,0,0,0,0,360,2,10
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,25.2,795,721,65,19,9,16,17,2,0,0,0,0,591,9,24
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,17,854,644,206,9,0,1,35,197,0,0,0,0,657,4,23
182,Jonathan Bamba,fr FRA,FW,Saint-Étienne,fr Ligue 1,21,1996,28.6,1219,1075,132,36,8,2,107,28,53,18,15,1,908,12,42
183,Yacine Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,8.1,272,270,0,0,1,4,17,0,0,0,0,0,191,2,17
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,26.7,2309,2065,223,107,10,31,145,11,103,42,48,1,1896,21,25
185,Mattia Bani,it ITA,DF,Chievo,it Serie A,23,1993,14.6,637,611,24,13,0,10,5,11,0,0,0,0,524,2,5
186,Beni Baningime,cd COD,MF,Everton,eng Premier League,18,1998,2.2,82,82,0,0,0,1,0,0,0,0,0,0,67,0,2
187,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,24,1992,29.7,727,684,42,0,5,2,34,5,0,0,0,0,473,1,51
188,Sekou Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
189,Antonín Barák,cz CZE,MF,Udinese,it Serie A,22,1994,30.1,1171,1148,18,4,2,8,34,6,7,5,1,0,905,5,35
190,Andrea Barberis,it ITA,MF,Crotone,it Serie A,23,1993,33.7,1148,1009,130,49,0,5,88,8,57,30,19,0,813,9,32
