Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
2311,Danilo Soddimo,it ITA,MFFW,Frosinone,it Serie A,30,1987,10,1,252,2.8
2312,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,1,90,1
2313,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,20,1997,10,2,347,3.9
2314,Andrés Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,1,1,45,0.5
2315,Carlos Soler,es ESP,MF,Valencia,es La Liga,21,1997,31,27,2460,27.3
2316,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,1,59,0.7
2317,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34,34,3060,34
2318,Kévin Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,5,1,82,0.9
2319,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,33,29,2647,29.4
2320,Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,19,18,1580,17.6
2321,David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,3330,37
2322,Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,4
2323,Roberto Soriano,it ITA,MF,Torino,it Serie A,27,1991,11,6,468,5.2
2324,Roberto Soriano,it ITA,MF,Bologna,it Serie A,27,1991,17,17,1489,16.5
2325,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,2789,31
2326,Borna Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,12,7,616,6.8
2327,Sebastian Soto,us USA,MFFW,Hannover 96,de Bundesliga,18,2000,3,0,29,0.3
2328,Riccardo Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,2,0,20,0.2
2329,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,1,0,1,0
2330,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,20,20,1723,19.1
2331,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,19,1999,18,5,564,6.3
2332,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,22,1996,6,4,372,4.1
2333,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,1
2334,Leonardo Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,10,6,601,6.7
2335,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,7,7,538,6
2336,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,3150,35
2337,Mattia Sprocati,it ITA,FWMF,Parma,it Serie A,25,1993,16,5,644,7.2
2338,Bassem Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,22,8,817,9.1
2339,Darijo Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,26,24,2087,23.2
2340,Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,12,11,920,10.2
2341,Benjamin Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,21,20,1763,19.6
2342,Jozo Stanić,hr CRO,MF,Augsburg,de Bundesliga,19,1999,1,0,3,0
2343,Junior Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,23,11,1031,11.5
2344,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,22,22,1868,20.8
2345,Timo Stavitski,fi FIN,MFFW,Caen,fr Ligue 1,19,1999,1,0,14,0.2
2346,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,26,1991,31,18,1503,16.7
2347,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,7,0,110,1.2
2348,Pascal Stenzel,de GER,DFMF,Freiburg,de Bundesliga,22,1996,21,16,1449,16.1
2349,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,30,29,2485,27.6
2350,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,24,19,1700,18.9
2351,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,23,1995,35,27,2476,27.5
2352,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,34,31,2771,30.8
2353,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,29,1988,21,19,1508,16.8
2354,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,25,24,2118,23.5
2355,John Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,24,20,1764,19.6
2356,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,3150,35
2357,Tobias Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,28,1990,29,26,2293,25.5
2358,Kevin Strootman,nl NED,MF,Roma,it Serie A,28,1990,1,1,90,1
2359,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,28,21,1942,21.6
2360,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,27,1991,36,36,3234,35.9
2361,Cristhian Stuani,uy URU,FW,Girona,es La Liga,31,1986,32,30,2729,30.3
2362,Leo Štulac,si SVN,MF,Parma,it Serie A,23,1994,26,17,1452,16.1
2363,Stefano Sturaro,it ITA,MFFW,Genoa,it Serie A,25,1993,5,4,213,2.4
2364,Daniel Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,18,4,509,5.7
2365,Damián Suárez,uy URU,DF,Getafe,es La Liga,30,1988,36,36,3240,36
2366,Denis Suárez,es ESP,MFFW,Arsenal,eng Premier League,24,1994,4,0,71,0.8
2367,Denis Suárez,es ESP,MFDF,Barcelona,es La Liga,24,1994,2,0,19,0.2
2368,Leonardo Suárez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,12,7,517,5.7
2369,Luis Suárez,uy URU,FW,Barcelona,es La Liga,31,1987,33,31,2827,31.4
2370,Mario Suárez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,14,11,1026,11.4
2371,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,10,7,550,6.1
2372,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,33,1984,14,14,1136,12.6
2373,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,26,26,2149,23.9
2374,Isaac Success,ng NGA,FWMF,Watford,eng Premier League,22,1996,30,9,1052,11.7
2375,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,22,1995,31,29,2654,29.5
2376,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,18,14,1302,14.5
2377,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,18,16,1439,16
2378,Sam Surridge,eng ENG,MFFW,Bournemouth,eng Premier League,20,1998,2,0,13,0.1
2379,Markel Susaeta,es ESP,FWMF,Athletic Club,es La Liga,30,1987,22,15,1379,15.3
2380,Suso,es ESP,FWMF,Milan,it Serie A,24,1993,35,35,3018,33.5
2381,Markus Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,31,1987,6,6,489,5.4
2382,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,23,13,1176,13.1
2383,Sanasi Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,1,0,1,0
2384,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,3,2,226,2.5
2385,Issiaga Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,24,1994,24,23,1994,22.2
2386,Moussa Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,18,1999,18,7,769,8.5
2387,Eddy Sylvestre,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,5,3,266,3
2388,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,30,15,1627,18.1
2389,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,28,1990,28,28,2520,28
2390,Alexander Sørloth,no NOR,FW,Crystal Palace,eng Premier League,22,1995,12,0,185,2.1
2391,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2,2,180,2
2392,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,33,33,2937,32.6
2393,Flavien Tait,fr FRA,MFFW,Angers,fr Ligue 1,25,1993,36,34,2985,33.2
2394,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,37,34,2942,32.7
2395,Strahinja Tanasijević,rs SRB,DFMF,Chievo,it Serie A,21,1997,1,0,17,0.2
2396,Matt Targett,eng ENG,DF,Southampton,eng Premier League,22,1995,16,13,1186,13.2
2397,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,22,1996,18,15,1429,15.9
2398,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,25,1992,35,35,3086,34.3
2399,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,27,27,2390,26.6
2400,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,29,1988,36,31,2805,31.2
2401,Júnior Tavares,br BRA,DF,Sampdoria,it Serie A,21,1996,3,2,184,2
2402,Taleb Tawatha,il ISR,FWDF,Eint Frankfurt,de Bundesliga,26,1992,3,1,125,1.4
2403,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,24,1993,38,35,3243,36
2404,Malik Tchokounté,fr FRA,FWMF,Caen,fr Ligue 1,29,1988,29,16,1473,16.4
2405,Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,10,8,704,7.8
2406,Georg Teigl,at AUT,MFFW,Augsburg,de Bundesliga,27,1991,6,2,296,3.3
2407,Cristian Tello,es ESP,DFFW,Betis,es La Liga,26,1991,29,13,1573,17.5
2408,Łukasz Teodorczyk,pl POL,FW,Udinese,it Serie A,27,1991,16,2,400,4.4
2409,Hidde ter Avest,nl NED,DFFW,Udinese,it Serie A,21,1997,13,12,973,10.8
2410,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35,35,3150,35
2411,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2,2,180,2
2412,Pietro Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8,8,720,8
2413,Marco Terrazzino,de GER,MFFW,Freiburg,de Bundesliga,27,1991,13,7,517,5.7
2414,Martin Terrier,fr FRA,FW,Lyon,fr Ligue 1,21,1997,32,16,1486,16.5
2415,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,22,1995,13,12,1048,11.6
2416,Cedric Teuchert,de GER,FWMF,Schalke 04,de Bundesliga,21,1997,5,2,160,1.8
2417,Florian Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,25,1993,33,30,2613,29
2418,Cyril Théréau,fr FRA,FWMF,Fiorentina,it Serie A,35,1983,2,0,30,0.3
2419,Cyril Théréau,fr FRA,FW,Cagliari,it Serie A,35,1983,5,1,131,1.5
2420,Sada Thioub,sn SEN,MFFW,Nîmes,fr Ligue 1,23,1995,38,27,2476,27.5
2421,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,30,1988,28,27,2394,26.6
2422,Adrien Thomasson,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1993,34,28,2479,27.5
2423,Erik Thommy,de GER,MFFW,Stuttgart,de Bundesliga,23,1994,19,6,794,8.8
2424,Marcus Thuram,fr FRA,FWMF,Guingamp,fr Ligue 1,20,1997,32,32,2571,28.6
2425,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,21,1997,13,13,1086,12.1
2426,Youri Tielemans,be BEL,MF,Monaco,fr Ligue 1,21,1997,20,20,1680,18.7
2427,Timothy Tillman,de GER,FWMF,Nürnberg,de Bundesliga,19,1999,6,1,206,2.3
2428,Cheick Timite,ci CIV,FWMF,Amiens,fr Ligue 1,20,1997,27,15,1456,16.2
2429,David Timor,es ESP,MF,Girona,es La Liga,28,1989,2,2,163,1.8
2430,George Timotheou,au AUS,DF,Schalke 04,de Bundesliga,21,1997,1,1,90,1
2431,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,25,1993,10,10,886,9.8
2432,Tito,es ESP,DF,Rayo Vallecano,es La Liga,33,1985,15,12,1098,12.2
2433,Jean-Clair Todibo,fr FRA,DF,Barcelona,es La Liga,18,1999,2,2,157,1.7
2434,Jean-Clair Todibo,fr FRA,DF,Toulouse,fr Ligue 1,18,1999,10,10,834,9.3
2435,Karl Toko Ekambi,cm CMR,FWMF,Villarreal,es La Liga,25,1992,34,24,2144,23.8
2436,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,23,1994,2,1,52,0.6
2437,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,27,1990,21,20,1746,19.4
2438,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,23,1994,33,32,2813,31.3
2439,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,29,1989,29,29,2560,28.4
2440,Nenad Tomović,rs SRB,DF,Chievo,it Serie A,30,1987,10,9,739,8.2
2441,Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,28,1990,19,17,1655,18.4
2442,Toño,es ESP,DFFW,Levante,es La Liga,28,1989,21,21,1763,19.6
2443,Ömer Toprak,tr TUR,DF,Dortmund,de Bundesliga,29,1989,9,1,236,2.6
2444,Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,22,1996,34,24,2382,26.5
2445,Daniel Torres,co COL,MF,Alavés,es La Liga,28,1989,2,1,71,0.8
2446,Ferrán Torres,es ESP,MF,Valencia,es La Liga,18,2000,24,8,850,9.4
2447,Lucas Torró,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1994,8,6,560,6.2
2448,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,20,1997,14,13,1158,12.9
2449,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,27,1991,25,10,1059,11.8
2450,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,24,1994,34,30,2749,30.5
2451,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,22,1996,4,4,346,3.8
2452,Almamy Touré,ml MLI,DFMF,Eint Frankfurt,de Bundesliga,22,1996,7,6,519,5.8
2453,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,21,1997,30,20,1727,19.2
2454,Andros Townsend,eng ENG,FWMF,Crystal Palace,eng Premier League,27,1991,38,34,3009,33.4
2455,Adama Traoré,es ESP,FWMF,Wolves,eng Premier League,22,1996,29,8,902,10
2456,Adama Traoré,ml MLI,MF,Monaco,fr Ligue 1,23,1995,6,3,240,2.7
2457,Bertrand Traoré,bf BFA,FW,Lyon,fr Ligue 1,22,1995,34,24,2117,23.5
2458,Charles Traore,ml MLI,DFFW,Nantes,fr Ligue 1,26,1992,13,13,1163,12.9
2459,Cheick Traoré,ml MLI,DF,Guingamp,fr Ligue 1,23,1995,20,16,1508,16.8
2460,Gaoussou Traoré,ml MLI,MF,Amiens,fr Ligue 1,18,1999,3,1,107,1.2
2461,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,26,1992,34,33,2972,33
2462,Ibrahima Traoré,gn GUI,FWMF,M'Gladbach,de Bundesliga,30,1988,16,5,552,6.1
2463,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,31,1986,30,29,2636,29.3
2464,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,28,1990,33,33,2937,32.6
2465,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,19,1999,2,2,180,2
2466,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,es La Liga,30,1988,26,22,1764,19.6
2467,Driss Trichard,fr FRA,DF,Bordeaux,fr Ligue 1,23,1995,1,1,90,1
2468,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,26,1991,24,18,1547,17.2
2469,Kieran Trippier,eng ENG,DF,Tottenham,eng Premier League,27,1990,27,26,2276,25.3
2470,William Troost-Ekong,ng NGA,DF,Udinese,it Serie A,24,1993,35,35,3064,34
2471,Marcello Trotta,it ITA,FW,Frosinone,it Serie A,25,1992,12,4,398,4.4
2472,Marcello Trotta,it ITA,MF,Sassuolo,it Serie A,25,1992,1,0,6,0.1
2473,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,32,1985,1,1,90,1
2474,Marco Tumminello,it ITA,FWDF,Atalanta,it Serie A,19,1998,2,0,9,0.1
2475,Patrick Twumasi,gh GHA,MFFW,Alavés,es La Liga,24,1994,11,0,170,1.9
2476,Salih Uçan,tr TUR,MF,Empoli,it Serie A,24,1994,14,1,259,2.9
2477,Anthony Ujah,ng NGA,FW,Mainz 05,de Bundesliga,27,1990,22,6,735,8.2
2478,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,29,1988,9,8,758,8.4
2479,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,24,1993,14,13,1189,13.2
2480,Enes Ünal,tr TUR,FW,Valladolid,es La Liga,21,1997,33,24,2148,23.9
2481,Cengiz Ünder,tr TUR,FW,Roma,it Serie A,21,1997,26,17,1375,15.3
2482,Joel Untersee,ch SUI,DF,Empoli,it Serie A,24,1994,3,1,126,1.4
2483,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,19,1998,15,14,1293,14.4
2484,Takashi Usami,jp JPN,MFFW,Düsseldorf,de Bundesliga,26,1992,19,10,879,9.8
2485,Mark Uth,de GER,FWMF,Schalke 04,de Bundesliga,26,1991,20,15,1407,15.6
2486,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,29,1989,33,33,2970,33
2487,Valentín Vada,ar ARG,MF,Bordeaux,fr Ligue 1,22,1996,2,0,36,0.4
2488,Valentín Vada,ar ARG,MF,Saint-Étienne,fr Ligue 1,22,1996,12,3,404,4.5
2489,William Vainqueur,fr FRA,MF,Monaco,fr Ligue 1,29,1988,3,1,80,0.9
2490,Mirko Valdifiori,it ITA,MF,SPAL,it Serie A,32,1986,15,8,668,7.4
2491,Pierrick Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,2,0,31,0.3
2492,Antonio Valencia,ec ECU,DF,Manchester Utd,eng Premier League,32,1985,6,5,466,5.2
2493,Enrico Valentini,it ITA,DF,Nürnberg,de Bundesliga,29,1989,15,15,1299,14.4
2494,Borja Valero,es ESP,MF,Inter,it Serie A,33,1985,27,12,1231,13.7
2495,Valery,es ESP,DFFW,Girona,es La Liga,18,1999,17,10,888,9.9
2496,Yan Valery,tn TUN,DF,Southampton,eng Premier League,19,1999,23,20,1712,19
2497,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,21,1997,5,4,311,3.5
2498,Theo Valls,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,31,20,1770,19.7
2499,Mattia Valoti,it ITA,MF,SPAL,it Serie A,24,1993,24,14,1222,13.6
2500,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,20,1998,16,6,656,7.3
2501,Luca Valzania,it ITA,MF,Frosinone,it Serie A,22,1996,13,11,897,10
2502,Luca Valzania,it ITA,MF,Atalanta,it Serie A,22,1996,2,1,73,0.8
2503,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,27,1991,38,38,3384,37.6
2504,Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,25,1993,32,31,2754,30.6
2505,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,31,1987,34,30,2726,30.3
2506,Franco Vázquez,ar ARG,MF,Sevilla,es La Liga,29,1989,34,26,2280,25.3
2507,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,25,1993,4,2,220,2.4
2508,Lucas Vázquez,es ESP,FWMF,Real Madrid,es La Liga,27,1991,31,15,1510,16.8
2509,Matías Vecino,uy URU,MF,Inter,it Serie A,26,1991,30,23,2015,22.4
2510,Koke Vegas,es ESP,GK,Levante,es La Liga,22,1995,1,1,90,1
2511,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,es La Liga,24,1994,18,14,1277,14.2
2512,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,22,1995,23,21,1877,20.9
2513,Miguel Veloso,pt POR,MF,Genoa,it Serie A,32,1986,21,14,1257,14
2514,Daniele Verde,it ITA,MFFW,Valladolid,es La Liga,22,1996,22,4,657,7.3
2515,Francesco Verde,it ITA,FW,Cagliari,it Serie A,19,1999,1,0,12,0.1
2516,Simone Verdi,it ITA,MFFW,Napoli,it Serie A,26,1992,22,9,704,7.8
2517,Jordan Veretout,fr FRA,MF,Fiorentina,it Serie A,25,1993,33,33,2941,32.7
2518,Paul Verhaegh,nl NED,DF,Wolfsburg,de Bundesliga,34,1983,2,2,180,2
2519,Thomas Vermaelen,be BEL,DF,Barcelona,es La Liga,32,1985,9,7,587,6.5
2520,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,25,1992,26,23,1879,20.9
2521,Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,31,1987,22,22,1911,21.2
2522,Freddie Veseli,al ALB,DF,Empoli,it Serie A,25,1992,31,28,2539,28.2
2523,Mikel Vesga,es ESP,MF,Leganés,es La Liga,25,1993,26,23,2070,23
2524,Jannik Vestergaard,dk DEN,DF,Southampton,eng Premier League,25,1992,23,23,2027,22.5
2525,Rúben Vezo,pt POR,DF,Levante,es La Liga,24,1994,15,15,1339,14.9
2526,Rúben Vezo,pt POR,DF,Valencia,es La Liga,24,1994,4,2,196,2.2
2527,Francesco Vicari,it ITA,DF,SPAL,it Serie A,23,1994,28,26,2335,25.9
2528,Aleix Vidal,es ESP,DFMF,Sevilla,es La Liga,28,1989,11,5,528,5.9
2529,Arturo Vidal,cl CHI,MF,Barcelona,es La Liga,31,1987,33,22,1929,21.4
2530,Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,20,1998,14,6,599,6.7
2531,Luciano Vietto,ar ARG,FWMF,Fulham,eng Premier League,24,1993,20,10,986,11
2532,Carlos Vigaray,es ESP,DF,Alavés,es La Liga,23,1994,8,7,647,7.2
2533,Emanuel Vignato,it ITA,MFFW,Chievo,it Serie A,17,2000,10,8,655,7.3
2534,Dídac Vilà,es ESP,DF,Espanyol,es La Liga,29,1989,27,27,2354,26.2
2535,Toni Villa,es ESP,MFFW,Valladolid,es La Liga,23,1995,26,21,1762,19.6
2536,Rúben Vinagre,pt POR,DFMF,Wolves,eng Premier League,19,1999,17,7,710,7.9
2537,Carlos Vinícius,br BRA,FW,Monaco,fr Ligue 1,23,1995,16,3,523,5.8
2538,Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,28,1989,20,5,753,8.4
2539,Federico Viviani,it ITA,MF,Frosinone,it Serie A,26,1992,5,5,337,3.7
2540,Emiliano Viviano,it ITA,GK,SPAL,it Serie A,32,1985,17,17,1524,16.9
2541,Felipe Vizeu,br BRA,FWDF,Udinese,it Serie A,21,1997,5,0,32,0.4
2542,Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,18,2000,10,1,160,1.8
2543,Rai Vloet,nl NED,MF,Frosinone,it Serie A,23,1995,5,1,122,1.4
2544,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,26,1991,28,28,2391,26.6
2545,Sam Vokes,wls WAL,FW,Burnley,eng Premier League,28,1989,20,10,915,10.2
2546,Kevin Volland,de GER,FW,Leverkusen,de Bundesliga,26,1992,34,32,2814,31.3
2547,Michel Vorm,nl NED,GK,Tottenham,eng Premier League,34,1983,2,2,180,2
2548,Stefan de Vrij,nl NED,DF,Inter,it Serie A,26,1992,28,28,2520,28
2549,Šime Vrsaljko,hr CRO,DF,Inter,it Serie A,26,1992,10,8,727,8.1
2550,Nikola Vukčević,me MNE,MF,Levante,es La Liga,26,1991,16,9,670,7.4
2551,Matěj Vydra,cz CZE,FW,Burnley,eng Premier League,26,1992,13,3,318,3.5
2552,Paul Wade,fr FRA,MF,Nice,fr Ligue 1,18,2000,1,0,8,0.1
2553,Sandro Wagner,de GER,FW,Bayern Munich,de Bundesliga,30,1987,7,1,143,1.6
2554,Molla Wagué,ml MLI,DF,Udinese,it Serie A,27,1991,2,1,95,1.1
2555,Moussa Wagué,sn SEN,DFFW,Barcelona,es La Liga,19,1998,3,2,225,2.5
2556,Wakaso,gh GHA,MF,Alavés,es La Liga,28,1990,29,18,1669,18.5
2557,Walace,br BRA,MF,Hannover 96,de Bundesliga,23,1995,26,23,1996,22.2
2558,Theo Walcott,eng ENG,FWMF,Everton,eng Premier League,29,1989,37,24,2119,23.5
2559,Luca Waldschmidt,de GER,FWMF,Freiburg,de Bundesliga,22,1996,30,16,1717,19.1
2560,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,28,1990,33,30,2779,30.9
2561,Kyle Walker-Peters,eng ENG,DF,Tottenham,eng Premier League,21,1997,6,4,376,4.2
2562,Wallace,br BRA,DF,Lazio,it Serie A,23,1994,16,14,1233,13.7
2563,Anthony Walongwa,cd COD,DF,Nantes,fr Ligue 1,24,1993,1,1,90,1
2564,Rémi Walter,fr FRA,MF,Nice,fr Ligue 1,23,1995,19,8,833,9.3
2565,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,eng Premier League,20,1997,35,35,3134,34.8
2566,Victor Wanyama,ke KEN,MF,Tottenham,eng Premier League,27,1991,13,4,516,5.7
2567,Danny Ward,eng ENG,FW,Cardiff City,eng Premier League,26,1991,14,4,445,4.9
2568,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,28,1989,7,6,552,6.1
2569,Stephen Ward,ie IRL,DF,Burnley,eng Premier League,32,1985,3,3,228,2.5
2570,James Ward-Prowse,eng ENG,MFDF,Southampton,eng Premier League,23,1994,26,21,1945,21.6
2571,Daniel Wass,dk DEN,DFMF,Valencia,es La Liga,29,1989,32,26,2354,26.2
2572,Timothy Weah,us USA,FW,Paris S-G,fr Ligue 1,18,2000,2,1,54,0.6
2573,Wout Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,25,1992,34,33,2925,32.5
2574,Julian Weigl,de GER,DFMF,Dortmund,de Bundesliga,22,1995,18,16,1455,16.2
2575,Mitchell Weiser,de GER,DF,Leverkusen,de Bundesliga,24,1994,30,22,2111,23.5
2576,Danny Welbeck,eng ENG,FWMF,Arsenal,eng Premier League,27,1990,8,1,153,1.7
2577,Wendell,br BRA,DF,Leverkusen,de Bundesliga,25,1993,28,25,2277,25.3
2578,Oscar Wendt,se SWE,DF,M'Gladbach,de Bundesliga,32,1985,32,30,2731,30.3
2579,Axel Werner,ar ARG,GK,Huesca,es La Liga,22,1996,6,6,540,6
2580,Timo Werner,de GER,FW,RB Leipzig,de Bundesliga,22,1996,30,29,2509,27.9
2581,Ashley Westwood,eng ENG,MF,Burnley,eng Premier League,28,1990,34,31,2824,31.4
2582,Hendrik Weydandt,de GER,FW,Hannover 96,de Bundesliga,23,1995,28,18,1723,19.1
2583,Connor Wickham,eng ENG,FWMF,Crystal Palace,eng Premier League,25,1993,6,0,67,0.7
2584,Georginio Wijnaldum,nl NED,MF,Liverpool,eng Premier League,27,1990,35,32,2725,30.3
2585,Jetro Willems,nl NED,MFDF,Eint Frankfurt,de Bundesliga,24,1994,23,7,730,8.1
2586,William,br BRA,DF,Wolfsburg,de Bundesliga,23,1995,31,30,2675,29.7
2587,Danny Williams,us USA,MF,Huddersfield,eng Premier League,29,1989,5,1,96,1.1
2588,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,24,1994,38,36,3025,33.6
2589,Willian,br BRA,FW,Chelsea,eng Premier League,29,1988,32,26,2097,23.3
2590,Joe Willock,eng ENG,MFFW,Arsenal,eng Premier League,18,1999,2,1,64,0.7
2591,Ben Wilmot,eng ENG,MFDF,Watford,eng Premier League,18,1999,2,0,28,0.3
2592,Ben Wilmot,eng ENG,DFMF,Udinese,it Serie A,18,1999,5,2,199,2.2
2593,Jack Wilshere,eng ENG,MF,West Ham,eng Premier League,26,1992,8,4,392,4.4
