Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
495,Trevoh Chalobah,eng ENG,DFMF,Lorient,fr Ligue 1,21,1999,24.9,45,26,32,13,0,20,7,13,69,114,56,0
496,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,25,1995,8.4,7,3,3,2,2,6,2,4,10,17,37,0
497,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,30,1990,4.8,4,0,2,1,1,5,2,3,3,7,5,0
498,Kwon Chang-hoon,kr KOR,MFFW,Freiburg,de Bundesliga,26,1994,2.4,3,1,1,0,2,3,1,2,7,10,2,1
499,Gaëtan Charbonnier,fr FRA,MFFW,Brest,fr Ligue 1,31,1988,17.4,24,15,6,11,7,15,1,14,9,33,19,0
500,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,25,1994,30.2,51,29,31,19,1,54,41,13,64,115,151,0
501,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,29,1991,28.3,92,50,47,38,7,43,9,34,43,135,29,1
502,Pape Cheikh Diop,sn SEN,MF,Dijon,fr Ligue 1,22,1997,12.1,24,14,15,6,3,14,2,12,6,30,6,0
503,Chema,es ESP,DFMF,Getafe,es La Liga,28,1992,6.2,11,5,6,5,0,1,0,1,10,21,23,0
504,Rayan Cherki,fr FRA,FWMF,Lyon,fr Ligue 1,16,2003,7.8,5,3,0,3,2,3,0,3,4,9,0,0
505,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,29,1990,12.2,19,15,6,7,6,15,1,14,12,31,15,0
506,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,15.4,12,9,9,3,0,18,13,5,27,39,56,0
507,Federico Chiesa,it ITA,DF,Fiorentina,it Serie A,22,1997,2.7,6,2,2,2,2,3,1,2,1,7,3,0
508,Federico Chiesa,it ITA,MFDF,Juventus,it Serie A,22,1997,24.6,47,26,21,14,12,23,1,22,12,59,16,0
509,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,1996,25.4,42,22,16,22,4,28,3,25,24,66,58,0
510,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,38,23,34,3,1,31,21,10,50,88,59,2
511,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,23,1997,25.3,26,8,7,13,6,23,4,19,41,67,19,0
512,Tahith Chong,nl NED,MFFW,Werder Bremen,de Bundesliga,20,1999,4.3,11,6,1,9,1,4,0,4,5,16,1,0
513,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,18,2001,12.9,12,8,5,6,1,12,3,9,11,23,15,0
514,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,22,1997,3.5,8,7,3,5,0,4,1,3,4,12,9,1
515,Mounir Chouiar,fr FRA,FWMF,Dijon,fr Ligue 1,21,1999,14.3,22,12,10,9,3,10,0,10,11,33,8,0
516,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,11,6,8,3,0,19,14,5,20,31,51,1
517,Carney Chukwuemeka,eng ENG,MFFW,Aston Villa,eng Premier League,16,2003,0.2,2,2,1,0,1,0,0,0,0,2,0,0
518,Samuel Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,21,1999,15.2,12,7,4,4,4,8,0,8,10,22,3,0
519,Darko Churlinov,mk MKD,DFMF,Stuttgart,de Bundesliga,20,2000,2.4,2,2,2,0,0,5,1,4,0,2,2,0
520,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,1,1,0,1,0,2,2,0,1,2,5,0
521,Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,22,1998,3,0,0,0,0,0,0,0,0,0,0,0,1
522,Cifu,es ESP,DF,Elche,es La Liga,29,1990,5,10,7,7,3,0,5,1,4,8,18,10,0
523,Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,41,1979,2,0,0,0,0,0,0,0,0,0,0,0,0
524,Luca Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,10.3,26,14,11,12,3,10,1,9,12,38,9,0
525,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,31,1989,10,0,0,0,0,0,0,0,0,0,0,0,0
526,Antonio Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,0.1,0,0,0,0,0,1,0,1,1,1,0,0
527,Tim Civeja,de GER,MF,Augsburg,de Bundesliga,18,2002,0.4,0,0,0,0,0,0,0,0,3,3,0,0
528,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21,24,14,15,6,3,27,20,7,29,53,104,1
529,Alexis Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,21.2,40,19,17,14,9,16,2,14,14,54,3,0
530,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,28,43,20,12,20,11,24,1,23,45,88,46,0
531,Carlos Clerc,es ESP,DF,Levante,es La Liga,28,1992,30.9,56,29,33,16,7,26,4,22,37,93,55,1
532,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,17,10,8,8,1,7,2,5,18,35,25,1
533,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,35,23,25,10,0,40,32,8,27,62,134,2
534,Marcus Coco,fr FRA,MFFW,Nantes,fr Ligue 1,24,1996,16.4,36,21,17,15,4,16,3,13,20,56,17,0
535,Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,24,10,14,7,3,13,1,12,14,38,27,0
536,Séamus Coleman,ie IRL,DFMF,Everton,eng Premier League,31,1988,17.9,39,26,21,14,4,22,6,16,13,52,37,2
537,Ebrima Colley,gm GAM,MFFW,Hellas Verona,it Serie A,20,2000,8.2,11,4,2,6,3,6,0,6,6,17,1,0
538,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,28,16,19,8,1,43,29,14,68,96,133,1
539,Simone Colombi,it ITA,GK,Parma,it Serie A,29,1991,2,0,0,0,0,0,0,0,0,0,0,2,0
540,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,18,2002,1,2,1,1,1,0,0,0,0,0,2,3,0
541,Racine Coly,sn SEN,MF,Nice,fr Ligue 1,24,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0
542,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,24,1996,19.5,14,8,6,7,1,22,0,22,4,18,3,0
543,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,59,35,45,12,2,50,33,17,69,128,144,3
544,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,6,3,1,3,2,4,0,4,0,6,2,0
545,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37,2,2,2,0,0,0,0,0,0,2,14,4
546,Andrea Conti,it ITA,DF,Milan,it Serie A,26,1994,0.3,1,1,1,0,0,0,0,0,1,2,0,0
547,Andrea Conti,it ITA,DF,Parma,it Serie A,26,1994,9,21,10,16,4,1,13,4,9,16,37,23,0
548,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,68,45,39,27,2,39,32,7,61,129,70,1
549,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,19,14,4,12,3,8,2,6,21,40,11,1
550,Theo Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,2,1,0,2,0,0,0,0,1,3,0,0
551,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23,55,30,29,17,9,28,10,18,38,93,40,1
552,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36,0,0,0,0,0,0,0,0,1,1,7,2
553,Iñigo Córdoba,es ESP,FWMF,Athletic Club,es La Liga,23,1997,1.1,0,0,0,0,0,4,0,4,2,2,1,0
554,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,6,4,1,3,2,7,0,7,3,9,2,0
555,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,9,4,1,5,3,13,2,11,6,15,4,0
556,Sergio Córdova,ve VEN,FWMF,Arminia,de Bundesliga,22,1997,12.1,16,8,0,10,6,14,3,11,9,25,9,0
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15,26,10,5,17,4,15,4,11,16,42,20,0
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,11,4,1,5,5,9,2,7,1,12,25,1
559,Maxwel Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,23,1996,27.2,70,41,39,24,7,23,5,18,43,113,47,2
560,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,25,1995,26.6,38,21,10,23,5,18,1,17,22,60,16,0
561,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,21,12,6,11,4,14,0,14,7,28,12,0
562,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,16,9,8,6,2,9,1,8,20,36,31,0
563,Félix Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,1,0
564,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,47,27,32,10,5,24,6,18,42,89,63,1
565,Danny da Costa,de GER,DFFW,Mainz 05,de Bundesliga,27,1993,13.4,22,16,6,9,7,17,2,15,17,39,27,0
566,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,0,0,0,0,0,3,1,2,0,0,4,0
567,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,4,4,1,2,1,2,0,2,0,4,4,0
568,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,1,0,1,0,0,0,0,0,0,1,2,0
569,Douglas Costa,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,1,0,1,0,0,0,0,0,0,1,0,0
570,Douglas Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,2,1,1,1,0,7,0,7,2,4,1,0
571,Hélder Costa,ao ANG,MFFW,Leeds United,eng Premier League,26,1994,12.8,25,11,12,5,8,11,0,11,3,28,5,1
572,Jaume Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,10,6,4,6,0,7,1,6,6,16,8,0
573,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,1983,6,0,0,0,0,0,0,0,0,0,0,2,3
574,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38,1,1,1,0,0,1,0,1,1,2,17,0
576,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,73,36,50,15,8,41,7,34,41,114,102,1
577,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,3,1,0,1,2,3,1,2,2,5,12,0
578,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,18.7,78,41,33,34,11,29,4,25,33,111,17,0
579,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2,10,8,5,5,0,2,0,2,1,11,0,0
580,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,33,21,23,10,0,18,12,6,30,63,89,0
581,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,26,15,10,7,9,20,0,20,10,36,11,0
582,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38,0,0,0,0,0,1,0,1,1,1,17,2
583,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,8,6,2,5,1,7,0,7,2,10,1,0
584,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,39,30,27,11,1,20,11,9,26,65,62,0
585,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34,0,0,0,0,0,0,0,0,1,1,10,0
586,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1,0,0,0,0,0,0,0,0,0,0,0,0
587,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,32,13,15,15,2,29,14,15,32,64,79,2
588,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,43,22,29,11,3,27,14,13,44,87,51,0
589,Bryan Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,28,19,11,14,3,22,8,14,40,68,63,2
590,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,0.3,1,0,0,1,0,1,0,1,0,1,0,0
591,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,36,22,17,16,3,19,5,14,15,51,50,0
592,Juan Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,43,25,22,15,6,16,2,14,43,86,22,2
593,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,80,47,30,44,6,37,10,27,50,130,29,3
594,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,19,10,1,14,4,18,1,17,6,25,8,0
596,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36,64,51,19,40,5,45,4,41,40,104,27,0
597,Mickaël Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,24,11,2,15,7,13,1,12,3,27,4,0
598,Mickaël Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,0,0,0,0,0,1,0,1,0,0,0,0
599,Matheus Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,36,16,10,19,7,29,2,27,31,67,9,0
600,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,26,19,17,9,0,10,2,8,18,44,19,1
601,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,1998,0.3,0,0,0,0,0,0,0,0,0,0,0,0
602,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,1998,2.2,4,3,1,2,1,1,0,1,1,5,0,0
603,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,0,0,0,0,0,0,0,0,1,1,0,0
604,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,9,4,5,3,1,13,8,5,5,14,6,1
605,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,48,24,33,13,2,25,9,16,53,101,109,0
606,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13,19,10,7,7,5,6,1,5,17,36,27,0
607,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,15,9,6,7,2,9,7,2,4,19,15,0
608,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,22,13,13,8,1,17,13,4,44,66,99,1
609,Moanes Dabbur,il ISR,FWMF,Hoffenheim,de Bundesliga,28,1992,11.1,6,3,3,1,2,6,0,6,9,15,7,0
610,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,11,8,5,3,3,7,1,6,13,24,16,0
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,23,11,4,17,2,18,5,13,16,39,18,1
612,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3,0,0,0,0,0,0,0,0,0,0,1,0
613,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14,30,18,9,20,1,23,5,18,18,48,11,1
614,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,0,0,0,0,0,0,0,0,0,0,0,0
615,Stuart Dallas,nir NIR,MFDF,Leeds United,eng Premier League,29,1991,37.9,74,45,46,22,6,41,3,38,44,118,52,1
616,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,32,17,23,6,3,18,5,13,25,57,42,0
617,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,42,21,14,20,8,40,4,36,24,66,17,0
618,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,23,15,15,5,3,17,6,11,14,37,32,0
619,Danilo,br BRA,DFMF,Juventus,it Serie A,29,1991,32.4,62,31,37,16,9,32,12,20,66,128,68,2
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15,6,4,5,1,0,16,14,2,18,24,59,1
621,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,1,1,0,0,1,0,0,0,0,1,0,0
622,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,10,5,6,4,0,6,4,2,10,20,20,0
623,Andrea Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,0,0,0,0,0,0,0,0,3,3,1,0
624,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,5,2,3,1,1,3,0,3,8,13,0,1
625,Márton Dárdai,de GER,DFMF,Hertha BSC,de Bundesliga,18,2002,9.1,17,10,10,6,1,7,3,4,16,33,31,0
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,34,19,11,19,4,34,2,32,27,61,18,0
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25,0,0,0,0,0,0,0,0,0,0,17,0
628,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,30,16,12,7,11,9,2,7,17,47,35,0
629,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,6,5,3,3,0,2,0,2,6,12,7,0
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,17,10,5,5,7,19,1,18,3,20,9,0
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,39,27,16,17,6,21,1,20,28,67,33,1
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15,27,17,10,11,6,10,5,5,18,45,49,2
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,31,18,17,12,2,15,9,6,34,65,21,2
634,Keinan Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,3.1,2,1,1,0,1,1,0,1,0,2,2,0
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,0,0,0,0,0,1,0,1,1,1,0,0
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,42,28,30,10,2,28,19,9,27,69,62,1
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,11,8,7,4,0,26,22,4,32,43,88,3
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,34,21,6,18,10,26,1,25,9,43,10,0
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,15,10,6,9,0,16,9,7,18,33,41,0
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,41,24,17,22,2,32,1,31,17,58,20,1
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,0,0,0,0,0,0,0,0,0,0,1,0
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,29,17,15,11,3,13,4,9,27,56,44,0
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,34,24,18,13,3,37,10,27,30,64,62,3
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,11,6,8,3,0,8,1,7,6,17,16,0
645,Lucas Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,19.5,47,32,20,22,5,20,3,17,20,67,30,4
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,58,33,37,17,4,27,9,18,45,103,61,0
647,Grégoire Defrel,mq MTQ,MFFW,Sassuolo,it Serie A,29,1991,14.8,13,8,5,5,3,9,0,9,7,20,5,0
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4,6,3,2,3,1,3,1,2,3,9,1,0
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,13,5,5,4,4,7,2,5,11,24,11,0
650,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,7.2,30,11,5,14,11,6,0,6,3,33,4,1
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0
652,Thomas Delaine,fr FRA,DFFW,Metz,fr Ligue 1,28,1992,19.8,32,18,19,11,2,22,5,17,24,56,30,1
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,40,30,15,20,5,28,10,18,22,62,15,1
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,0,0,0,0,0,0,0,0,0,0,0,0
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,8,5,5,1,2,12,5,7,17,25,19,1
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,0,1,1,1,0
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,1,0,1,0,0,8,5,3,7,8,9,1
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,12,7,1,9,2,11,1,10,4,16,34,0
659,Fabian Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,3,5,2,3,2,0,2,0,2,4,9,8,1
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,1.1,0,0,0,0,0,0,0,0,1,1,0,0
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,2,2,0,1,1,4,2,2,5,7,9,0
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,19.7,14,9,4,9,1,10,0,10,9,23,3,1
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,12,9,8,4,0,16,9,7,21,33,40,0
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,46,31,15,26,5,21,4,17,8,54,6,1
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,15,9,4,6,5,29,5,24,0,15,27,0
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,56,32,26,22,8,14,1,13,11,67,15,1
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29,25,16,16,9,0,36,25,11,27,52,91,1
668,Leander Dendoncker,be BEL,MFDF,Wolves,eng Premier League,25,1995,27.8,54,29,29,22,3,38,15,23,27,81,52,2
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,4,2,0,3,1,2,0,2,1,5,2,0
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,13,7,6,5,2,6,0,6,0,13,0,1
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,2,1,1,1,0,1,0,1,1,3,1,0
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,12.4,25,13,15,6,4,16,4,12,12,37,38,0
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,1,0,0,1,0,0,0,0,1,2,1,0
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,2.1,3,2,0,1,2,4,0,4,3,6,2,0
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,8,4,3,5,0,12,8,4,27,35,73,0
677,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,28,1992,1.1,1,1,1,0,0,2,1,1,2,3,8,0
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,1,1,0,1,0,0,0,0,0,1,0,0
679,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,19,2000,21.2,31,16,23,6,2,25,4,21,10,41,24,1
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,6,3,0,3,3,11,0,11,4,10,8,0
681,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,26,1994,6.6,2,2,1,1,0,2,0,2,3,5,0,0
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,6,4,3,1,2,9,0,9,9,15,13,0
683,Jacopo Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,0.9,4,3,0,2,2,2,0,2,0,4,0,0
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,2,1,0,1,1,1,0,1,0,2,7,0
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,2,2,1,0,1,2,0,2,0,2,5,0
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36,79,50,54,21,4,37,13,24,35,114,64,1
687,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,20.6,26,17,6,8,12,14,1,13,6,32,7,0
688,Alessandro Di Pardo,it ITA,FWDF,Juventus,it Serie A,21,1999,0.2,0,0,0,0,0,1,1,0,0,0,0,0
689,Giuseppe Di Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,3.2,2,2,1,1,0,5,0,5,0,2,4,0
690,Boulaye Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,32.6,23,12,3,11,9,19,5,14,12,35,37,1
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,0.2,2,0,0,2,0,2,0,2,0,2,0,0
692,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,26.5,10,6,4,5,1,11,0,11,12,22,5,0
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,4,3,3,0,1,2,1,1,1,5,16,0
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,23.1,16,8,10,6,0,28,21,7,27,43,102,1
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,16,11,9,5,2,15,8,7,25,41,36,0
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,3,3,1,2,0,2,1,1,0,3,1,0
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,11,6,3,6,2,12,2,10,13,24,12,0
699,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,25,1995,1.6,1,1,0,1,0,0,0,0,0,1,5,0
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,11.3,29,16,11,17,1,10,1,9,10,39,12,2
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,4.9,14,9,2,9,3,4,0,4,3,17,3,0
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Grady Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,13.7,35,19,19,9,7,16,2,14,16,51,9,0
704,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,21,1998,2.2,0,0,0,0,0,6,1,5,4,4,1,0
