Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1335,Hassane Kamara,ci CIV,DF,Watford,eng Premier League,27,1994,18,1,5,1,20,0.28,0.06,0.2,1,25.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,19a12bed
1336,Hassane Kamara,ci CIV,MFDF,Nice,fr Ligue 1,27,1994,6,0,13,1,7.7,2.15,0.17,0,0,17.4,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches,19a12bed
1337,Dimitrije Kamenović,rs SRB,DF,Lazio,it Serie A,21,2000,0.5,0,1,0,0,2,0,0,,3.9,0,0,0,0.6,0.6,0.63,-0.6,-0.6,Matches,d3e0c826
1338,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30,1990,21.1,0,8,2,25,0.38,0.09,0,0,21.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,b825a650
1339,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,fr Ligue 1,32,1989,7.4,0,1,0,0,0.14,0,0,,12.2,0,0,0,0,0,0.04,0,0,Matches,76a4233b
1340,Nordine Kandil,fr FRA,MFFW,Strasbourg,fr Ligue 1,19,2001,1,0,1,0,0,1,0,0,,17.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,c5908bc4
1341,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,28,1993,35.9,17,129,49,38,3.59,1.36,0.1,0.27,17.3,8,4,4,19.6,16.4,0.13,-2.6,-3.4,Matches,21a66f6a
1342,Lee Kangin,kr KOR,MFFW,Mallorca,es La Liga,20,2001,15.7,1,36,15,41.7,2.3,0.96,0.03,0.07,25.5,8,0,0,1.6,1.6,0.04,-0.6,-0.6,Matches,8455ad90
1343,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,19.6,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches,b9fbae28
1344,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1994,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,62ba5881
1345,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,24,1996,21.1,0,9,2,22.2,0.43,0.09,0,0,26.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,5762be5c
1346,Rick Karsdorp,nl NED,DFFW,Roma,it Serie A,26,1995,32,0,2,1,50,0.06,0.03,0,0,25.7,0,0,0,0,0,0.02,0,0,Matches,9f84febe
1347,Denso Kasius,nl NED,DFFW,Bologna,it Serie A,18,2002,2,0,2,1,50,1,0.5,0,0,22.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,7ae36711
1348,Grigoris Kastanos,cy CYP,MFFW,Salernitana,it Serie A,23,1998,15,1,28,8,28.6,1.87,0.53,0.04,0.13,22.7,3,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,2a82aa85
1349,Silas Katompa,cd COD,FWMF,Stuttgart,de Bundesliga,22,1998,3.1,0,1,0,0,0.32,0,0,,13.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,de4cac2d
1350,Noah Katterbach,de GER,DF,Köln,de Bundesliga,20,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,e27de4fa
1351,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1983,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,a4527d33
1352,Edo Kayembe,cd COD,MF,Watford,eng Premier League,23,1998,8.9,0,6,0,0,0.68,0,0,,29.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,f99b71de
1353,Moise Kean,it ITA,FW,Everton,eng Premier League,21,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3d50bcdb
1354,Moise Kean,it ITA,FW,Juventus,it Serie A,21,2000,12.2,5,28,10,35.7,2.3,0.82,0.18,0.5,11.3,0,0,0,5.1,5.1,0.18,-0.1,-0.1,Matches,3d50bcdb
1355,Michael Keane,eng ENG,DF,Everton,eng Premier League,28,1993,31,3,20,6,30,0.64,0.19,0.15,0.5,12.7,0,0,0,1.6,1.6,0.08,+1.4,+1.4,Matches,c5b7c315
1356,Ilan Kebbal,dz ALG,MFFW,Reims,fr Ligue 1,23,1998,19.7,1,27,6,22.2,1.37,0.3,0.04,0.17,19.7,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,37d04e90
1357,Wajdi Kechrida,tn TUN,DFMF,Salernitana,it Serie A,25,1995,10.6,0,6,1,16.7,0.57,0.09,0,0,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,11962fe7
1358,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24,1996,16.8,2,9,4,44.4,0.54,0.24,0.22,0.5,13.6,0,0,0,1.3,1.3,0.15,+0.7,+0.7,Matches,51dbeea9
1359,Habib Keita,ml MLI,MFFW,Lyon,fr Ligue 1,19,2002,0.1,0,2,2,100,25.71,25.71,0,0,19.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,cc588cbe
1360,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,26,1995,13,3,26,7,26.9,1.99,0.54,0.12,0.43,22.6,0,0,0,2.1,2.1,0.08,+0.9,+0.9,Matches,f25c8e3a
1361,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,21,2000,5.6,0,10,2,20,1.79,0.36,0,0,18.3,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches,d2c580ce
1362,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,1998,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,62d7ef38
1363,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26,1995,11.7,0,8,1,12.5,0.69,0.09,0,0,9.7,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches,815c314f
1364,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26,1995,9.3,3,13,6,46.2,1.39,0.64,0.23,0.5,14.1,0,0,0,1.3,1.3,0.1,+1.7,+1.7,Matches,815c314f
1365,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,1996,0.6,0,1,0,0,1.55,0,0,,16.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,5eebbfdf
1366,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,1997,11.3,0,5,0,0,0.44,0,0,,23.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,099e666f
1367,Dimitrios Keramitsis,gr GRE,MF,Roma,it Serie A,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6f30a1d5
1368,Franck Kessié,ci CIV,MF,Milan,it Serie A,24,1996,25.6,6,31,8,25.8,1.21,0.31,0.13,0.5,19.2,0,2,3,5,2.6,0.08,+1.0,+1.4,Matches,05e19d6a
1369,Saîf-Eddine Khaoui,tn TUN,MFFW,Clermont Foot,fr Ligue 1,26,1995,10.3,1,19,7,36.8,1.84,0.68,0.05,0.14,19.7,2,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches,796b1c41
1370,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30,1991,24.7,10,69,18,26.1,2.79,0.73,0.09,0.33,23.6,9,4,4,8.8,5.6,0.08,+1.2,+0.4,Matches,2677a1de
1371,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,27,1994,30.6,0,13,2,15.4,0.42,0.07,0,0,18.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches,59e4b92e
1372,Kike,es ESP,FW,Osasuna,es La Liga,31,1989,20.7,5,52,19,36.5,2.51,0.92,0.08,0.21,15.8,0,1,1,7.3,6.5,0.13,-2.3,-2.5,Matches,e897d8ba
1373,Luca Kilian,de GER,FW,Mainz 05,de Bundesliga,21,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,610aa1e9
1374,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,1999,25.3,1,5,2,40,0.2,0.08,0.2,0.5,6.8,0,0,0,1.4,1.4,0.28,-0.4,-0.4,Matches,610aa1e9
1375,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,1997,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,9.4,0,0,0,1,1,0.08,0,0,Matches,d0f72bf1
1376,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,1995,27.5,3,27,9,33.3,0.98,0.33,0.11,0.33,24.7,0,0,0,2.3,2.3,0.08,+0.7,+0.7,Matches,49296448
1377,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,1995,28.6,1,7,1,14.3,0.24,0.03,0.14,1,9.7,0,0,0,1.3,1.3,0.18,-0.3,-0.3,Matches,aef6e670
1378,Joshua King,no NOR,FW,Watford,eng Premier League,29,1992,25,5,49,16,32.7,1.96,0.64,0.08,0.25,15.2,0,1,1,9.4,8.6,0.18,-4.4,-4.6,Matches,43458538
1379,Jakub Kiwior,pl POL,MF,Spezia,it Serie A,21,2000,21.8,0,8,4,50,0.37,0.18,0,0,14.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,dc3e663e
1380,Sofian Kiyine,ma MAR,MFFW,Venezia,it Serie A,23,1997,13.8,1,20,5,25,1.45,0.36,0.05,0.2,27.5,2,0,1,1.7,0.8,0.04,-0.7,+0.2,Matches,ce1806be
1381,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,1989,8.9,0,5,1,20,0.56,0.11,0,0,9.2,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches,8b8a56ce
1382,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3f70db80
1383,Philipp Klement,de GER,MF,Stuttgart,de Bundesliga,28,1992,3.8,1,6,2,33.3,1.6,0.53,0.17,0.5,22.8,2,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,0cddeaa7
1384,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,1990,23,1,42,18,42.9,1.82,0.78,0.02,0.06,21.4,0,0,0,3.8,3.8,0.09,-2.8,-2.8,Matches,282679b4
1385,Thibault Klidje,tg TOG,MFFW,Bordeaux,fr Ligue 1,20,2001,1,0,1,0,0,1.05,0,0,,23.4,0,0,0,0,0,0.05,0,0,Matches,db013c7d
1386,Mateo Klimowicz,de GER,MFFW,Stuttgart,de Bundesliga,21,2000,6.7,0,11,3,27.3,1.64,0.45,0,0,18.7,0,0,0,1.1,1.1,0.1,-1.1,-1.1,Matches,2b7c56b4
1387,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,1987,15.8,3,37,13,35.1,2.35,0.82,0.03,0.08,16.8,0,2,2,5.1,3.5,0.1,-2.1,-2.5,Matches,e21042ae
1388,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,1996,18.3,0,6,1,16.7,0.33,0.05,0,0,15.8,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,ca8033cb
1389,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,1999,20.8,4,30,10,33.3,1.45,0.48,0.13,0.4,18.6,2,0,0,3.7,3.7,0.12,+0.3,+0.3,Matches,4c3a6744
1390,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,1996,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,92948149
1391,Ansgar Knauff,de GER,FWMF,Dortmund,de Bundesliga,19,2002,1.3,0,1,0,0,0.79,0,0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,19a967ab
1392,Ansgar Knauff,de GER,DFMF,Eint Frankfurt,de Bundesliga,19,2002,8.4,1,12,4,33.3,1.42,0.47,0.08,0.25,19.5,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,19a967ab
1393,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,1992,33,0,10,3,30,0.3,0.09,0,0,12.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,6bd5cd5d
1394,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,28.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,cd59b9df
1395,Robin Koch,de GER,MFDF,Leeds United,eng Premier League,25,1996,17.5,0,13,1,7.7,0.74,0.06,0,0,16.1,0,0,0,1,1,0.08,-1,-1,Matches,ea6bc03a
1396,Samuel Koeberlé,fr FRA,FW,Reims,fr Ligue 1,16,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6751b938
1397,Philippe Koffi,fr FRA,FW,Reims,fr Ligue 1,19,2002,4.2,1,9,2,22.2,2.16,0.48,0.11,0.5,14,0,0,0,1,1,0.12,0,0,Matches,9f1c2822
1398,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,1994,17.9,0,18,2,11.1,1,0.11,0,0,20.6,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches,0fbecd11
1399,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2001,2,0,1,0,0,0.5,0,0,,32.8,0,0,0,0,0,0.02,0,0,Matches,3a58d075
1400,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,1992,27.9,1,12,6,50,0.43,0.22,0.08,0.17,26.2,0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches,55126f3b
1401,Aleksandr Kokorin,ru RUS,FWMF,Fiorentina,it Serie A,30,1991,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,fec5accc
1402,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,1985,0.5,0,1,0,0,2.14,0,0,,37.8,0,0,0,0,0,0.01,0,0,Matches,eda40760
1403,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3935e52e
1404,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,1993,4.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3935e52e
1405,Luca Koleosho,ca CAN,FW,Espanyol,es La Liga,16,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,fc076f78
1406,Randal Kolo Muani,fr FRA,FWMF,Nantes,fr Ligue 1,22,1998,32.8,12,54,26,48.1,1.65,0.79,0.22,0.46,11.7,0,0,0,11.1,11.1,0.21,+0.9,+0.9,Matches,c0b3669f
1407,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,2,15,6,40,0.53,0.21,0.13,0.33,12.7,0,0,0,1.7,1.7,0.11,+0.3,+0.3,Matches,ab096c6f
1408,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,1995,26.9,1,19,5,26.3,0.71,0.19,0.05,0.2,24.1,1,0,0,1,1,0.05,0,0,Matches,6b2c894b
1409,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,1999,11,0,4,0,0,0.36,0,0,,11.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,5ed9b537
1410,Geoffrey Kondogbia,cf CTA,MFDF,Atlético Madrid,es La Liga,28,1993,20.9,1,15,1,6.7,0.72,0.05,0.07,1,25.4,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches,cce181df
1411,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,1999,8.1,5,15,8,53.3,1.84,0.98,0.33,0.63,14.9,0,0,0,2.9,2.9,0.2,+2.1,+2.1,Matches,04bb2b06
1412,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,2,29,10,34.5,1.2,0.41,0.07,0.2,22.5,1,0,0,2,2,0.07,0,0,Matches,86574238
1413,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,0,9,3,33.3,0.83,0.28,0,0,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,e6eadfb8
1414,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,2,15,6,40,0.55,0.22,0.13,0.33,8.1,0,0,0,1.9,1.9,0.12,+0.1,+0.1,Matches,0313a347
1415,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,1998,23.6,4,28,9,32.1,1.19,0.38,0.14,0.44,23.9,3,0,0,2.1,2.1,0.08,+1.9,+1.9,Matches,a26fb8aa
1416,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,10.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f5efb153
1417,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,19.9,0,4,1,25,0.2,0.05,0,0,14.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,1f3afdcb
1418,Filip Kostić,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,28,1992,28,4,51,18,35.3,1.82,0.64,0.08,0.22,22.8,9,0,0,3.5,3.5,0.07,+0.5,+0.5,Matches,b1cd37e6
1419,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,1996,33,1,37,11,29.7,1.12,0.33,0.03,0.09,22.7,1,0,0,3.2,3.2,0.09,-2.2,-2.2,Matches,86a2ba20
1420,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,3,10,7,70,0.37,0.26,0.3,0.43,14.9,0,0,0,1.4,1.4,0.14,+1.6,+1.6,Matches,da974c7b
1421,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,2,13,3,23.1,0.43,0.1,0.15,0.67,12.5,0,0,0,1.5,1.5,0.12,+0.5,+0.5,Matches,4d1666ff
1422,Christos Kourfalidis,gr GRE,MFFW,Cagliari,it Serie A,18,2002,0.2,0,1,1,100,5,5,0,0,8.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,5c522c88
1423,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,1,22,6,27.3,0.74,0.2,0.05,0.17,14.3,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches,562a4799
1424,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,21.9,0,7,0,0,0.32,0,0,,21.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,8d3c902d
1425,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,1994,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,20.3,1,0,0,2.3,2.3,0.1,-0.3,-0.3,Matches,79c0821a
1426,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,1996,14.7,1,8,2,25,0.54,0.14,0.13,0.5,24.2,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,9d60028d
1427,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,0,6,1,16.7,0.33,0.06,0,0,20.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,77cf6852
1428,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,e717705a
1429,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,30,1991,30.1,6,93,35,37.6,3.09,1.16,0.06,0.17,15.8,6,0,0,13.5,13.5,0.15,-7.5,-7.5,Matches,603cb947
1430,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,8.3,0,3,1,33.3,0.36,0.12,0,0,14.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,496aeede
1431,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,24,1997,5,1,12,2,16.7,2.38,0.4,0.08,0.5,11.2,0,0,0,1.8,1.8,0.15,-0.8,-0.8,Matches,037f2523
1432,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,0.1,0,1,0,0,12.86,0,0,,12.6,0,0,0,0,0,0.03,0,0,Matches,b804c280
1433,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,23.4,1,46,12,26.1,1.97,0.51,0.02,0.08,24,4,0,0,2.7,2.7,0.06,-1.7,-1.7,Matches,6ce1f46f
1434,Florian Krüger,de GER,FWMF,Arminia,de Bundesliga,22,1999,12.5,1,18,5,27.8,1.43,0.4,0.06,0.2,18.7,1,0,0,2,2,0.11,-1,-1,Matches,f9f92b5f
1435,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,f23f9d20
1436,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,27,1993,15.7,0,10,2,20,0.64,0.13,0,0,16.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,817c6964
1437,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,33,1988,12.5,7,19,9,47.4,1.52,0.72,0.26,0.56,17,0,2,2,5.8,4.2,0.22,+1.2,+0.8,Matches,f9446dcd
1438,Max Kruse,de GER,FWMF,Union Berlin,de Bundesliga,33,1988,14.1,5,26,8,30.8,1.84,0.57,0.08,0.25,20.7,3,3,3,4.9,2.5,0.1,+0.1,-0.5,Matches,f9446dcd
1439,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,28,1992,25.9,2,13,6,46.2,0.5,0.23,0.15,0.33,15.6,0,0,0,1.6,1.6,0.12,+0.4,+0.4,Matches,2a29eb9b
1440,Takefusa Kubo,jp JPN,FWMF,Mallorca,es La Liga,20,2001,17.8,1,48,8,16.7,2.69,0.45,0.02,0.13,20.6,2,0,0,3.2,3.2,0.07,-2.2,-2.2,Matches,16aa3654
1441,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,21.3,1,46,11,23.9,2.16,0.52,0.02,0.09,20.8,3,0,0,4.1,4.1,0.09,-3.1,-3.1,Matches,5aaef9ef
1442,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,0.2,0,1,0,0,6,0,0,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,8197a269
1443,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,21,2000,14,5,26,9,34.6,1.86,0.64,0.19,0.56,16.9,0,0,0,3.6,3.6,0.14,+1.4,+1.4,Matches,df3cda47
1444,Dejan Kulusevski,se SWE,FWMF,Juventus,it Serie A,21,2000,8.6,1,18,6,33.3,2.1,0.7,0.06,0.17,15.1,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches,df3cda47
1445,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,11.4,0,7,3,42.9,0.61,0.26,0,0,6.7,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches,a40819d9
1446,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,14,0,11,1,9.1,0.79,0.07,0,0,26.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,d25fee56
1447,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,1,7,3,42.9,0.31,0.13,0.14,0.33,16.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,4bf69118
1448,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,4.4,0,11,3,27.3,2.5,0.68,0,0,9.5,0,0,0,1.9,1.9,0.17,-1.9,-1.9,Matches,397ba086
1449,Giorgos Kyriakopoulos,gr GRE,DFFW,Sassuolo,it Serie A,25,1996,21.9,0,30,10,33.3,1.37,0.46,0,0,23.2,0,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches,0a483542
1450,Andrea La Mantia,it ITA,FWMF,Empoli,it Serie A,30,1991,5.4,2,17,3,17.6,3.14,0.55,0.12,0.67,11.1,0,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches,c375dfa5
1451,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,27,1994,3.8,3,14,4,28.6,3.7,1.06,0.21,0.75,15.5,0,0,0,1.7,1.7,0.14,+1.3,+1.3,Matches,7cdda3bf
1452,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,30.3,12,84,32,38.1,2.77,1.06,0.12,0.31,12.4,0,2,2,15.3,13.8,0.16,-3.3,-3.8,Matches,7cdda3bf
1453,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,1991,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,15.4,1,2,3,9.2,6.8,0.16,-5.2,-4.8,Matches,9dbb75ca
1454,Tom Lacoux,fr FRA,DFMF,Bordeaux,fr Ligue 1,19,2002,10.1,0,2,0,0,0.2,0,0,,29.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,295ba708
1455,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2003,2.2,0,2,0,0,0.9,0,0,,8.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,5413ef36
1456,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,27.7,0,17,3,17.6,0.61,0.11,0,0,14,0,0,0,1.7,1.7,0.1,-1.7,-1.7,Matches,277c49ed
1457,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4e7db402
1458,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,1989,33.8,3,13,5,38.5,0.38,0.15,0.23,0.6,9.5,0,0,0,1.9,1.9,0.15,+1.1,+1.1,Matches,b7c99b9b
1459,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,13.8,4,15,7,46.7,1.09,0.51,0.27,0.57,18.3,0,0,0,2.4,2.4,0.16,+1.6,+1.6,Matches,c1b7847c
1460,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,16.3,1,12,2,16.7,0.73,0.12,0.08,0.5,14.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches,4aea5077
1461,Diego Lainez,mx MEX,FW,Betis,es La Liga,21,2000,1.6,0,1,1,100,0.64,0.64,0,0,18,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,bf12926c
1462,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,1988,17.3,0,19,4,21.1,1.1,0.23,0,0,19.8,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches,99813635
1463,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13,0,4,1,25,0.31,0.08,0,0,12,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,591477c9
1464,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,29,1992,11.3,5,21,12,57.1,1.86,1.06,0.24,0.42,16.1,0,0,0,3,3,0.14,+2.0,+2.0,Matches,abe66106
1465,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,26.8,14,63,26,41.3,2.35,0.97,0.19,0.46,13.1,0,2,3,15,12.5,0.2,-1,-0.5,Matches,1870104
1466,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,1996,6.7,3,14,7,50,2.08,1.04,0.21,0.43,12.9,0,0,0,2.1,2.1,0.15,+0.9,+0.9,Matches,b229aa13
1467,Sam Lammers,nl NED,FWMF,Atalanta,it Serie A,24,1997,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,c283ddef
