Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
2356,Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,19,2001,33.1,40,21,12,17,11,28,2,26,22,62,23,0
2357,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,31,1990,28.6,34,22,26,8,0,41,34,7,41,75,134,4
2358,Bakary Sako,ml MLI,FWMF,Saint-Étienne,fr Ligue 1,33,1988,1.7,0,0,0,0,0,3,1,2,0,0,0,0
2359,Jacopo Sala,it ITA,MF,Spezia,it Serie A,29,1991,9.8,22,11,10,10,2,6,0,6,14,36,11,0
2360,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,29,1992,30.7,17,8,5,9,3,7,1,6,6,23,5,0
2361,Eddie Salcedo,it ITA,MFFW,Spezia,it Serie A,19,2001,4.8,1,1,0,0,1,2,1,1,0,1,7,1
2362,William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36,54,32,36,16,2,24,16,8,48,102,85,0
2363,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1,0,0,0,0,0,0,0,0,0,0,0,0
2364,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,33,80,47,54,22,4,49,26,23,78,158,158,4
2365,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,24,1997,17.2,22,16,8,11,3,12,0,12,11,33,12,0
2366,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,29.6,58,33,44,11,3,30,14,16,40,98,94,0
2367,Salvi,es ESP,MFFW,Cádiz,es La Liga,30,1991,15.5,20,10,9,8,3,17,2,15,6,26,11,0
2368,Lazar Samardzic,de GER,MFFW,Udinese,it Serie A,19,2002,5.4,13,9,4,7,2,6,0,6,2,15,2,0
2369,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,25,1996,18.4,41,26,14,21,6,27,11,16,28,69,26,0
2370,Mama Samba Baldé,gw GNB,MFFW,Troyes,fr Ligue 1,25,1995,19.1,40,28,16,14,10,32,1,31,5,45,9,0
2371,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,21,1999,12.6,22,18,11,9,2,12,7,5,13,35,12,4
2372,Junior Sambia,fr FRA,DFFW,Montpellier,fr Ligue 1,24,1996,17,22,13,12,7,3,22,3,19,21,43,31,0
2373,Luigi Samele,it ITA,FW,Sassuolo,it Serie A,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,1,0
2374,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,24,1997,9.2,16,5,5,8,3,5,0,5,8,24,6,0
2375,Antonio Sanabria,py PAR,FW,Torino,it Serie A,25,1996,20,3,2,0,1,2,11,4,7,2,5,10,0
2376,Oihan Sancet,es ESP,FW,Athletic Club,es La Liga,21,2000,15.8,12,7,2,8,2,2,0,2,5,17,13,0
2377,Renato Sanches,pt POR,MFFW,Lille,fr Ligue 1,23,1997,18.3,19,7,8,10,1,14,3,11,14,33,7,0
2378,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,32,1988,9.8,9,8,0,6,3,4,0,4,2,11,3,0
2379,Antonio Sánchez,es ESP,MFFW,Mallorca,es La Liga,24,1997,18,53,24,29,17,7,32,2,30,32,85,32,1
2380,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25,1996,18.1,41,22,25,14,2,24,16,8,30,71,54,3
2381,Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,25.5,27,19,18,9,0,19,16,3,28,55,137,0
2382,Juan Sánchez,es ESP,,Sevilla,es La Liga,17,2003,0.1,,0,,,,,,,0,,,
2383,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,20,2000,25.1,72,34,41,22,9,28,3,25,18,90,43,0
2384,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37,2,1,2,0,0,1,0,1,0,2,11,4
2385,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,21,2000,21.1,14,8,9,4,1,19,0,19,15,29,5,3
2386,Philippe Sandler,nl NED,DF,Troyes,fr Ligue 1,24,1997,0.8,0,0,0,0,0,1,1,0,3,3,6,0
2387,Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,19.8,27,16,15,9,3,17,6,11,27,54,40,0
2388,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,25,1996,22,28,16,5,19,4,18,0,18,12,40,2,1
2389,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,35,1986,8.4,10,6,3,7,0,8,3,5,1,11,9,0
2390,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,26,1994,4,12,8,7,2,3,13,0,13,10,22,2,1
2392,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,29,1991,10,13,7,5,6,2,1,0,1,4,17,2,0
2393,Baptiste Santamaria,fr FRA,MFDF,Rennes,fr Ligue 1,26,1995,28,52,27,15,31,6,33,12,21,32,84,42,0
2394,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26,1995,0.2,0,0,0,0,0,0,0,0,1,1,1,0
2395,Federico Santander,py PAR,FWDF,Bologna,it Serie A,30,1991,0.7,2,1,1,1,0,0,0,0,0,2,0,0
2396,Jesús Santiago,es ESP,MF,Valencia,es La Liga,17,2004,0.9,2,2,1,1,0,1,0,1,0,2,1,0
2397,Samir Santos,br BRA,DF,Watford,eng Premier League,26,1994,18.6,24,11,18,6,0,21,11,10,43,67,85,3
2398,Samir Santos,br BRA,DF,Udinese,it Serie A,26,1994,15.8,36,16,22,13,1,21,7,14,42,78,62,0
2399,Sergio Santos,es ESP,DF,Real Madrid,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2400,Alvaro Sanz,es ESP,MF,Barcelona,es La Liga,20,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0
2401,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,29,1991,14.3,10,2,1,6,3,5,0,5,1,11,3,0
2402,Pablo Sarabia,es ESP,FW,Paris S-G,fr Ligue 1,29,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0
2403,Marcelo Saracchi,uy URU,DF,Levante,es La Liga,23,1998,2.1,8,5,6,1,1,3,0,3,4,12,7,1
2404,Josh Sargent,us USA,FWMF,Norwich City,eng Premier League,21,2000,17.5,26,14,15,7,4,29,2,27,11,37,18,2
2405,Jeremy Sarmiento,ec ECU,FWMF,Brighton,eng Premier League,19,2002,0.5,1,1,0,0,1,2,0,2,0,1,0,0
2406,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,29,1992,0.7,4,4,2,1,1,2,1,1,6,10,1,0
2407,Ismaila Sarr,sn SEN,FWMF,Watford,eng Premier League,23,1998,20.7,12,7,4,3,5,10,1,9,9,21,10,0
2408,Malang Sarr,fr FRA,DF,Chelsea,eng Premier League,22,1999,6.1,14,7,10,2,2,6,3,3,11,25,20,0
2409,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,2.9,6,3,5,0,1,3,0,3,2,8,10,0
2410,Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2411,Martin Satriano,uy URU,FWMF,Inter,it Serie A,20,2001,0.4,1,0,0,0,1,0,0,0,0,1,0,0
2412,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,20,2001,10.4,5,2,1,1,3,8,0,8,2,7,3,0
2413,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,26.8,46,27,18,19,9,23,1,22,25,71,12,1
2414,Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,18.9,18,11,11,7,0,20,12,8,16,34,69,0
2415,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,46,20,25,20,1,19,12,7,37,83,102,1
2416,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,21.2,40,30,21,14,5,27,4,23,22,62,38,0
2417,Giorgio Scalvini,it ITA,DFMF,Atalanta,it Serie A,17,2003,8.5,22,11,13,8,1,12,1,11,22,44,16,0
2418,Gianluca Scamacca,it ITA,FW,Sassuolo,it Serie A,22,1999,23.8,19,14,2,5,12,16,1,15,5,24,22,1
2419,Dane Scarlett,eng ENG,MF,Tottenham,eng Premier League,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,Kevin Schade,de GER,MFFW,Freiburg,de Bundesliga,19,2001,9.2,9,7,6,2,1,15,3,12,3,12,16,0
2421,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,22,1999,2.7,4,1,3,1,0,7,1,6,2,6,4,0
2422,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24,16,11,11,3,2,27,18,9,32,48,95,2
2423,Louis Schaub,at AUT,MFFW,Köln,de Bundesliga,26,1994,7.3,16,10,7,7,2,17,3,14,3,19,3,0
2424,Andrea Schiavone,it ITA,MF,Salernitana,it Serie A,28,1993,6.3,14,8,5,9,0,13,3,10,8,22,12,0
2425,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25,1996,23.1,5,2,2,2,1,6,1,5,3,8,28,0
2426,Kingsley Schindler,de GER,DFFW,Köln,de Bundesliga,28,1993,3.9,1,0,0,0,1,5,1,4,5,6,5,0
2427,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23,1997,11.6,43,20,20,20,3,25,2,23,9,52,14,0
2428,Keven Schlotterbeck,de GER,DFFW,Freiburg,de Bundesliga,24,1997,3.5,11,5,6,5,0,7,4,3,11,22,24,1
2429,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,30.9,72,43,36,34,2,41,32,9,56,128,154,1
2430,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,28,1992,20.6,46,25,16,23,7,39,9,30,18,64,32,0
2431,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37,0,0,0,0,0,0,0,0,1,1,15,2
2432,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,31,1990,6.5,12,6,6,3,3,7,1,6,6,18,15,0
2433,Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,57,37,21,27,9,44,8,36,39,96,39,0
2434,David Schnegg,at AUT,DF,Venezia,it Serie A,22,1998,1.6,2,0,1,1,0,4,0,4,3,5,6,0
2435,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31,1989,7.2,21,12,9,11,1,8,2,6,20,41,18,0
2436,Alessandro Schöpf,at AUT,MF,Arminia,de Bundesliga,27,1994,26.6,40,22,19,16,5,31,5,26,30,70,21,1
2437,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,15.5,25,17,10,12,3,22,5,17,33,58,29,1
2438,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,9.3,21,12,9,7,5,8,1,7,11,32,8,0
2439,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21,0,0,0,0,0,0,0,0,0,0,8,1
2440,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,24.2,0,0,0,0,0,0,0,0,2,2,18,3
2441,Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,Demba Seck,sn SEN,MFFW,Torino,it Serie A,20,2001,1.6,2,1,0,2,0,0,0,0,0,2,0,0
2443,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,es La Liga,29,1991,4.5,5,3,4,1,0,4,4,0,5,10,19,0
2444,Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,23.4,50,31,15,32,3,27,3,24,19,69,30,1
2445,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,34,20,20,13,1,25,11,14,34,68,49,1
2446,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,11.2,5,4,1,3,1,6,1,5,1,6,11,0
2447,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37,1,1,1,0,0,0,0,0,1,2,22,0
2448,Ken Sema,se SWE,MFFW,Watford,eng Premier League,27,1993,9.5,16,6,11,4,1,10,0,10,5,21,11,0
2449,Nélson Semedo,pt POR,MFDF,Wolves,eng Premier League,27,1993,23.7,58,39,39,17,2,23,4,19,21,79,64,1
2450,Lion Semić,de GER,DF,Dortmund,de Bundesliga,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1,0,0,0,0,0,0,0,0,0,0,0,0
2452,Stefano Sensi,it ITA,MFFW,Sampdoria,it Serie A,25,1995,8.4,18,9,10,6,2,2,0,2,6,24,4,0
2453,Stefano Sensi,it ITA,MFFW,Inter,it Serie A,25,1995,1.9,4,3,1,3,0,2,0,2,0,4,2,0
2454,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,15.5,0,0,0,0,0,0,0,0,1,1,3,0
2455,Suat Serdar,de GER,MFFW,Hertha BSC,de Bundesliga,24,1997,24.6,64,30,24,29,11,32,3,29,20,84,14,0
2456,Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,2001,0.5,1,0,1,0,0,0,0,0,0,1,1,0
2457,Janni Serra,de GER,FW,Arminia,de Bundesliga,23,1998,12.4,4,2,2,0,2,8,3,5,5,9,19,0
2458,Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,2003,0.8,3,1,0,3,0,0,0,0,3,6,2,0
2459,Nicolás Serrano,es ESP,MFFW,Athletic Club,es La Liga,18,2003,3.5,9,6,3,5,1,5,1,4,2,11,3,0
2460,Zidan Sertdemir,dk DEN,MFFW,Leverkusen,de Bundesliga,16,2005,0.2,2,2,2,0,0,0,0,0,0,2,0,0
2461,Ryan Sessegnon,eng ENG,DFMF,Tottenham,eng Premier League,21,2000,11.6,25,19,14,7,4,18,3,15,7,32,26,0
2462,Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1997,1.1,3,2,1,1,1,0,0,0,0,3,0,0
2463,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,1984,16.7,18,12,8,8,2,12,6,6,14,32,11,0
2464,Stephan El Shaarawy,it ITA,FWDF,Roma,it Serie A,28,1992,11.7,13,8,4,9,0,10,2,8,11,24,8,0
2465,Jamie Shackleton,eng ENG,DFMF,Leeds United,eng Premier League,21,1999,7.9,27,16,19,7,1,11,7,4,8,35,12,1
2466,Xherdan Shaqiri,ch SUI,FWMF,Lyon,fr Ligue 1,29,1991,7.5,7,3,0,5,2,2,0,2,2,9,2,0
2467,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,1995,17.8,21,13,9,9,3,22,11,11,9,30,22,2
2468,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,1992,22,30,17,12,18,0,22,7,15,22,52,20,2
2469,Aimar Sher,se SWE,MF,Spezia,it Serie A,18,2002,0.5,2,1,1,1,0,1,0,1,3,5,1,0
2470,Eldor Shomurodov,uz UZB,FWMF,Roma,it Serie A,26,1995,8.7,5,4,0,4,1,8,0,8,2,7,5,0
2471,Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0
2472,Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0,0,0,0,0,0,0,0,1,1,2,0
2473,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2474,Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,2002,0.1,1,1,1,0,0,0,0,0,0,1,0,0
2475,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,1992,10.5,24,13,13,8,3,10,1,9,16,40,13,0
2476,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,1998,0.9,1,1,1,0,0,0,0,0,0,1,1,0
2477,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,4.7,7,3,7,0,0,7,2,5,6,13,35,0
2478,Arnór Sigurðsson,is ISL,FWMF,Venezia,it Serie A,22,1999,2,1,1,0,1,0,2,0,2,1,2,0,0
2479,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,19,2002,1.9,7,3,3,4,0,1,0,1,2,9,7,1
2480,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,1989,12,24,12,14,5,5,15,5,10,23,47,23,0
2481,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,1995,23.1,13,9,2,3,8,20,2,18,2,15,15,0
2482,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,26,1994,31.7,57,29,19,19,19,24,2,22,20,77,19,0
2483,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,1997,29.6,53,30,31,18,4,30,6,24,27,80,37,3
2484,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,19.1,28,17,10,11,7,13,3,10,7,35,12,0
2485,Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,2002,6.4,3,2,0,2,1,2,0,2,1,4,1,0
2486,Gabriel Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,30,1991,7.9,12,7,7,2,3,9,3,6,17,29,13,0
2487,Jonathan Silva,ar ARG,DFFW,Getafe,es La Liga,27,1994,2.5,10,8,4,4,2,4,0,4,3,13,7,0
2488,Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,21.8,1,0,1,0,0,0,0,0,1,2,11,1
2489,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,36,1984,29.4,32,21,19,12,1,54,31,23,44,76,100,0
2490,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35,0,0,0,0,0,0,0,0,1,1,11,1
2491,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,21,2000,22.3,48,27,25,21,2,22,11,11,40,88,46,1
2492,Giovanni Simeone,ar ARG,FW,Hellas Verona,it Serie A,26,1995,29.5,27,15,6,12,9,37,3,34,6,33,23,0
2493,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,26,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2494,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,18,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,2001,0.7,0,0,0,0,0,1,1,0,0,0,1,0
2496,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,26,1995,25.9,17,11,6,5,6,14,3,11,12,29,5,0
2497,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34,0,0,0,0,0,0,0,0,1,1,5,1
2498,Xavi Simons,nl NED,MFFW,Paris S-G,fr Ligue 1,18,2003,1.5,1,1,0,1,0,3,0,3,0,1,0,0
2499,Wilfried Singo,ci CIV,DF,Torino,it Serie A,20,2000,29,55,35,24,24,7,26,6,20,23,78,47,0
2500,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,26,1995,3.9,6,2,4,0,2,3,1,2,3,9,6,0
2501,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1988,1,0,0,0,0,0,0,0,0,0,0,0,0
2502,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,19,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0
2503,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37,1,1,1,0,0,0,0,0,0,1,19,2
2504,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,2002,4.8,17,8,2,13,2,8,1,7,7,24,0,0
2505,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,fr Ligue 1,23,1997,25.6,47,23,18,20,9,32,11,21,35,82,31,0
2506,Moussa Sissoko,fr FRA,MF,Watford,eng Premier League,31,1989,35.8,53,27,27,20,6,42,13,29,30,83,64,0
2507,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,1997,0.5,2,0,2,0,0,0,0,0,0,2,2,0
2508,Sambou Sissoko,fr FRA,MFDF,Reims,fr Ligue 1,22,1999,2,12,6,6,4,2,2,0,2,2,14,7,0
2509,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,3.1,0,0,0,0,0,0,0,0,0,0,0,0
2510,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,1995,20.2,55,33,25,26,4,41,7,34,37,92,35,1
2511,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,20,2000,15,33,19,14,18,1,19,7,12,12,45,10,1
2512,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,1999,13,16,9,8,7,1,17,10,7,8,24,55,1
2513,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,0,0,0,0,0,0,0,0,0,0,17,0
2514,Andreas Skov Olsen,dk DEN,FWDF,Bologna,it Serie A,21,1999,8.3,12,10,4,4,4,9,1,8,3,15,11,0
2515,Robert Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,25,1996,4.1,3,2,1,1,1,2,0,2,3,6,3,0
2516,Milan Škriniar,sk SVK,DF,Inter,it Serie A,26,1995,35,47,27,26,17,4,36,25,11,25,72,90,1
2517,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,33,1988,6.4,3,2,0,1,2,4,0,4,2,5,5,0
2518,William Smallbone,ie IRL,MFFW,Southampton,eng Premier League,21,2000,1.5,4,4,2,2,0,4,0,4,2,6,0,0
2519,Chris Smalling,eng ENG,DF,Roma,it Serie A,31,1989,23.2,36,23,28,8,0,32,24,8,26,62,92,1
2520,Emile Smith Rowe,eng ENG,MFFW,Arsenal,eng Premier League,21,2000,21.3,14,7,7,7,0,18,1,17,15,29,10,1
2521,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,1991,16.5,38,26,23,9,6,18,7,11,16,54,31,1
2522,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,29,1991,28.5,109,71,61,39,9,63,9,54,62,171,65,2
2523,Rubén Sobrino,es ESP,MF,Valencia,es La Liga,29,1992,0.2,1,1,1,0,0,1,0,1,2,3,0,0
2524,Rubén Sobrino,es ESP,FWMF,Cádiz,es La Liga,29,1992,20.7,28,17,11,10,7,21,1,20,21,49,18,0
2525,Alex Sola,es ESP,DFFW,Real Sociedad,es La Liga,22,1999,0.5,1,1,1,0,0,1,0,1,2,3,3,0
2526,Augusto Solari,ar ARG,MFDF,Celta Vigo,es La Liga,29,1992,7.9,24,12,9,12,3,14,4,10,7,31,10,1
2527,Roberto Soldado,es ESP,FW,Levante,es La Liga,36,1985,7.4,3,1,0,1,2,4,0,4,1,4,7,0
2528,Carlos Soler,es ESP,MF,Valencia,es La Liga,24,1997,27.5,29,19,10,15,4,19,4,15,14,43,28,0
2529,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,1988,33,0,0,0,0,0,0,0,0,3,3,8,3
2530,Son,es ESP,DF,Levante,es La Liga,27,1994,21.9,28,18,16,7,5,11,5,6,19,47,33,1
2531,Brandon Soppy,fr FRA,DFMF,Udinese,it Serie A,19,2002,8.6,20,9,8,10,2,10,2,8,5,25,9,1
2532,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,37.9,1,0,1,0,0,0,0,0,0,1,22,2
2533,Roberto Soriano,it ITA,MF,Bologna,it Serie A,30,1991,29.1,57,30,27,22,8,37,3,34,22,79,32,0
2534,Alberto Soro,es ESP,MFFW,Granada,es La Liga,22,1999,6.4,12,10,3,6,3,21,2,19,3,15,4,0
2535,Borna Sosa,hr CRO,DFFW,Stuttgart,de Bundesliga,23,1998,27.8,22,12,14,5,3,30,3,27,26,48,61,0
2536,Hugo Sotelo,es ESP,FW,Celta Vigo,es La Liga,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,30,1990,27.6,31,19,7,20,4,31,4,27,25,56,41,0
2538,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22,1999,13.8,9,4,4,4,1,3,0,3,1,10,2,0
2539,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,26,1995,34,66,32,27,33,6,34,13,21,52,118,98,1
2540,Matìas Soulé,ar ARG,FW,Juventus,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2541,Sambou Soumano,sn SEN,FWMF,Lorient,fr Ligue 1,20,2001,5,4,1,1,2,1,3,0,3,1,5,7,0
2542,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29,1992,25.2,15,5,5,8,2,22,16,6,34,49,95,0
2543,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,22,1999,12.2,19,13,10,8,1,13,1,12,14,33,18,0
2544,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29,1992,25.9,56,35,30,17,9,21,7,14,34,90,60,1
2545,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,1997,26.8,57,33,28,25,4,35,8,27,50,107,20,1
2546,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19,2002,11,28,17,21,6,1,15,5,10,23,51,34,0
2547,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,1996,27.7,47,30,32,12,3,44,27,17,32,79,115,1
2548,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,28,1993,1.4,0,0,0,0,0,4,1,3,0,0,3,0
2549,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5,0,0,0,0,0,0,0,0,0,0,2,0
2550,Tony Springett,eng ENG,MFFW,Norwich City,eng Premier League,18,2002,1.6,2,1,1,1,0,0,0,0,0,2,2,0
2551,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,1996,6.7,13,9,7,6,0,7,3,4,14,27,14,0
2552,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,22,1998,20.7,28,19,14,13,1,24,5,19,51,79,25,0
2553,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,27,1993,15.4,39,27,22,14,3,19,6,13,31,70,44,0
2554,Luca Stanga,it ITA,DF,Milan,it Serie A,19,2002,0,1,0,0,1,0,0,0,0,0,1,0,0
2555,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,21,2000,7.2,21,10,7,12,2,7,0,7,11,32,10,2
2556,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,26,1995,22.6,28,16,18,10,0,27,17,10,36,64,122,2
2557,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1990,1,0,0,0,0,0,0,0,0,0,0,0,0
2558,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1992,1,0,0,0,0,0,0,0,0,0,0,0,0
2559,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,29,1991,10.7,20,16,10,10,0,7,0,7,13,33,14,0
2560,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1995,1,0,0,0,0,0,0,0,0,0,0,2,0
2561,Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,22,1998,11.9,16,7,6,9,1,10,0,10,8,24,6,0
2562,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,25,1996,10,24,11,15,5,4,13,3,10,11,35,25,0
2563,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32,1989,1.4,4,1,0,3,1,4,1,3,1,5,1,0
