Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
607,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,10.2,23,9,7,12,4,14,0,14,12,35,5,0
608,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,0.1,1,1,0,1,0,0,0,0,0,1,0,0
609,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,2,4,3,0,4,0,0,0,0,1,5,1,0
610,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,11.8,19,12,3,11,5,18,2,16,6,25,9,0
611,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,0,0,0,0,0,0,0,0,0,0,0,0
612,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,5,2,0,3,2,11,1,10,5,10,1,0
613,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,16.6,33,17,12,18,3,16,6,10,10,43,14,2
614,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,15.6,29,18,18,9,2,23,13,10,19,48,53,2
615,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,0,0,0,0,0,0,0,0,3,3,3,1
616,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,30,15,21,8,1,21,10,11,8,38,20,0
617,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,4.4,13,7,2,7,4,2,0,2,1,14,2,0
618,Lucas Da Cunha,fr FRA,FWMF,Clermont Foot,fr Ligue 1,20,2001,9.3,17,11,5,8,4,13,0,13,1,18,3,0
619,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,13,9,7,5,1,15,10,5,22,35,53,1
620,Moanes Dabbur,il ISR,FWMF,Hoffenheim,de Bundesliga,29,1992,14.6,17,9,3,5,9,10,0,10,5,22,4,0
621,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,1.8,4,2,2,2,0,4,2,2,2,6,1,0
622,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2,0,0,0,0,0,0,0,0,0,0,2,0
623,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,1996,18.4,42,19,10,24,8,18,3,15,17,59,16,0
624,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,12.9,15,10,2,8,5,7,0,7,2,17,8,0
625,Stuart Dallas,nir NIR,DFMF,Leeds United,eng Premier League,30,1991,32.4,93,55,58,31,4,45,14,31,57,150,63,2
626,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20,55,41,35,12,8,24,13,11,29,84,59,0
627,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,21,2000,6.4,27,13,12,11,4,16,1,15,7,34,7,0
628,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,14.4,46,31,26,17,3,13,7,6,14,60,34,1
629,Danilo,br BRA,DFMF,Juventus,it Serie A,30,1991,21,37,26,20,13,4,21,12,9,32,69,53,1
630,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,31,41,29,29,12,0,38,25,13,40,81,111,0
631,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,31.9,42,29,30,12,0,43,27,16,49,91,96,1
632,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,0.7,1,1,0,1,0,0,0,0,1,2,0,1
633,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,2002,8.4,10,4,8,2,0,16,6,10,20,30,33,2
634,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,1993,34.7,45,22,16,19,10,16,1,15,26,71,32,1
635,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,1990,19.8,32,18,15,13,4,22,3,19,20,52,17,2
636,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,1990,8,0,0,0,0,0,0,0,0,0,0,5,1
637,Matteo Darmian,it ITA,DF,Inter,it Serie A,31,1989,16.7,32,16,17,9,6,16,1,15,19,51,25,0
638,Josh Dasilva,eng ENG,MFFW,Brentford,eng Premier League,22,1998,2.9,2,1,0,1,1,3,0,3,1,3,7,0
639,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,24,9,7,11,6,14,4,10,5,29,15,0
640,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,2000,19.3,34,17,17,8,9,27,1,26,23,57,26,1
641,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,1993,28.2,36,21,20,12,4,32,19,13,30,66,75,1
642,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,2.6,3,1,1,1,1,2,1,1,2,5,9,0
643,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0
644,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,30,18,16,10,4,14,11,3,21,51,53,0
645,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,1990,30.6,29,17,20,8,1,59,52,7,29,58,139,0
646,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,24.5,32,16,4,15,13,32,2,30,6,38,16,0
647,Konrad De La Fuente,us USA,FWMF,Marseille,fr Ligue 1,20,2001,8.7,11,7,8,2,1,5,0,5,2,13,4,0
648,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2,5,1,4,1,0,6,5,1,1,6,9,0
649,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0
650,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,23.9,55,30,22,25,8,24,3,21,21,76,17,2
651,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,13,24,12,7,9,8,10,0,10,10,34,30,0
652,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,1988,25.5,23,14,13,8,2,25,7,18,26,49,52,0
653,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0
654,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,0.3,0,0,0,0,0,0,0,0,0,0,2,0
655,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,30,1991,15.1,15,9,4,8,3,11,1,10,4,19,11,0
656,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,23.7,47,22,15,25,7,28,10,18,26,73,45,0
657,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25,1996,0.3,2,1,0,1,1,0,0,0,1,3,0,0
658,Romain Del Castillo,fr FRA,MFFW,Brest,fr Ligue 1,25,1996,10.8,27,16,3,17,7,12,0,12,7,34,3,0
659,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,1992,25.7,48,35,34,12,2,20,7,13,27,75,31,0
660,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,41,24,17,21,3,19,10,9,13,54,35,0
661,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0
662,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0
663,Sacha Delaye,fr FRA,MFFW,Montpellier,fr Ligue 1,19,2002,2.9,8,6,3,2,3,1,0,1,1,9,1,1
664,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,6,4,4,2,0,6,2,4,4,10,14,0
665,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,15,9,3,5,7,13,4,9,9,24,14,0
666,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3,2,0,0,1,1,1,0,1,0,2,4,0
667,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,18,15,10,7,1,12,5,7,14,32,10,0
668,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,18,9,5,5,8,13,0,13,8,26,30,1
669,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,24,16,6,10,8,8,0,8,8,32,3,0
670,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,3,1,1,1,1,1,0,1,2,5,1,0
671,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,31,17,18,12,1,26,14,12,58,89,68,1
672,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,52,31,19,30,3,32,9,23,33,85,21,0
673,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,9.7,12,6,4,4,4,14,1,13,1,13,7,0
674,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,21,12,4,13,4,11,2,9,9,30,2,0
675,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,11,4,8,3,0,8,7,1,16,27,52,0
676,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,42,17,25,14,3,37,10,27,9,51,38,1
677,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23,1997,28.7,51,35,20,22,9,36,2,34,15,66,13,0
678,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,12,7,6,4,2,9,2,7,8,20,14,0
679,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24,1997,1.2,3,1,1,2,0,2,1,1,1,4,2,0
680,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,1,0,1,0,0,0,0,0,1,2,2,0
681,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,0,0,0,0,0,0,0,1,3
682,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,20,2000,16.8,32,15,21,10,1,22,4,18,2,34,18,0
683,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,9,4,1,4,4,14,1,13,2,11,16,0
684,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,27,1994,29.1,11,6,2,3,6,14,0,14,9,20,4,0
685,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,39,24,20,14,5,37,8,29,21,60,26,1
686,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,0,0,0,0,0,0,0,0,1,1,0,0
687,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,0,0,0,0,0,0,0,0,0,0,0,0
688,Federico Di Francesco,it ITA,FWMF,Empoli,it Serie A,27,1994,15.2,16,5,2,8,6,17,1,16,9,25,11,0
689,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,58,36,30,20,8,28,10,18,38,96,46,1
690,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,33,1988,18.3,29,18,6,13,10,17,0,17,6,35,3,0
691,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,1,1,0,1,0,2,1,1,0,1,0,0
692,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,17,7,5,10,2,16,8,8,22,39,25,0
693,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,8,6,3,4,1,6,1,5,5,13,4,0
694,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,22,1999,30.7,20,11,8,9,3,11,0,11,8,28,2,0
695,Yadaly Diaby,fr FRA,FWMF,Clermont Foot,fr Ligue 1,20,2000,0.7,0,0,0,0,0,0,0,0,2,2,2,0
696,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,35,24,18,15,2,29,17,12,30,65,87,3
697,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
698,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,22,14,10,9,3,6,2,4,10,32,19,1
699,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,9,5,0,8,1,13,4,9,4,13,11,0
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,22,11,10,9,3,7,0,7,9,31,10,0
701,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,2004,1.2,2,1,1,1,0,0,0,0,0,2,0,0
702,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,22,1998,5.8,11,9,7,3,1,4,0,4,7,18,1,0
703,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,26,19,11,12,3,19,13,6,23,49,66,0
704,Krépin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,22,1999,3.2,3,2,1,0,2,2,0,2,1,4,0,0
705,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,7,2,5,2,0,2,0,2,0,7,1,0
706,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,23,17,3,11,9,11,0,11,8,31,4,0
707,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1,0,0,0,0,0,0,0,0,0,0,0,0
708,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,9,7,3,5,1,7,0,7,4,13,2,0
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,23,15,14,9,0,19,11,8,17,40,71,1
710,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,31,1990,3.1,6,2,0,4,2,4,1,3,1,7,1,0
711,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,2000,10.8,17,11,5,5,7,7,0,7,5,22,8,0
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,15,9,6,8,1,37,32,5,27,42,142,1
713,Elhadji Dieye,sn SEN,FWMF,Saint-Étienne,fr Ligue 1,19,2002,0.4,3,2,2,1,0,2,0,2,1,4,0,0
714,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,13,10,8,3,2,15,8,7,23,36,40,0
715,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13,33,19,26,4,3,16,5,11,14,47,30,0
716,Mitchell Dijks,nl NED,DFFW,Bologna,it Serie A,28,1993,7.7,15,6,6,6,3,11,2,9,3,18,10,1
717,Javairô Dilrosun,nl NED,MFFW,Bordeaux,fr Ligue 1,23,1998,19.2,13,4,2,8,3,14,1,13,11,24,5,0
718,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,3,1,1,2,0,1,0,1,0,3,0,0
719,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,28,15,10,15,3,6,1,5,19,47,19,0
720,Landry Dimata,be BEL,FWMF,Espanyol,es La Liga,23,1997,6,2,2,1,1,0,0,0,0,1,3,7,0
721,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,0,0,0,0,0,1,1,14,3
722,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,9,4,3,4,2,5,3,2,2,11,1,0
723,Tristan Dingomé,cm CMR,MFFW,Troyes,fr Ligue 1,30,1991,12,23,11,10,12,1,7,1,6,9,32,3,0
724,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,6,3,4,2,0,6,6,0,12,18,26,0
725,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,10,8,5,5,0,14,13,1,7,17,44,0
726,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,21,2000,21.6,38,20,12,19,7,10,0,10,23,61,4,0
727,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,1,1,1,0,0,1,0,1,0,1,0,0
728,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,1,1,1,0,0,0,0,0,0,1,0,0
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,42,27,20,21,1,40,30,10,26,68,75,0
730,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38,0,0,0,0,0,0,0,0,0,0,10,5
732,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,60,39,39,19,2,26,10,16,24,84,71,0
733,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,44,26,24,16,4,24,5,19,59,103,109,2
734,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,9,3,3,5,1,6,1,5,2,11,6,1
735,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,48,29,21,23,4,20,9,11,34,82,60,0
736,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,50,37,33,13,4,30,13,17,61,111,90,2
737,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19,2002,0.6,3,3,1,2,0,1,0,1,1,4,2,0
738,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,43,24,21,20,2,21,11,10,31,74,56,0
739,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,0,0,0,0,0,0,0,0,1,1,14,2
740,Naïs Djouahra,fr FRA,FWMF,Real Sociedad,es La Liga,21,1999,2.4,7,3,2,2,3,3,0,3,2,9,2,0
741,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6,0,0,0,0,0,0,0,0,0,0,3,1
742,Lewis Dobbin,eng ENG,FWMF,Everton,eng Premier League,18,2003,0.4,2,1,0,1,1,0,0,0,0,2,0,0
743,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,18,12,5,11,2,11,2,9,13,31,20,0
744,Jeremy Doku,be BEL,FWMF,Rennes,fr Ligue 1,19,2002,5.2,10,5,3,5,2,4,0,4,3,13,0,0
745,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,9,4,4,3,2,15,1,14,6,15,17,0
746,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,0,0,0,0,0,0,0,0,0,0,3,1
747,Brandon Domingues,fr FRA,MFFW,Troyes,fr Ligue 1,21,2000,2.6,6,2,2,4,0,3,0,3,3,9,0,0
748,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,4,1,4,0,0,2,1,1,4,8,21,0
749,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0,0,0,0,0,0,0,0,0,1,0
750,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,76,45,36,32,8,38,9,29,32,108,34,1
751,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2,7,4,4,2,1,5,3,2,3,10,3,0
752,Lee Dongjun,kr KOR,MFFW,Hertha BSC,de Bundesliga,24,1997,1.3,2,1,0,2,0,2,0,2,2,4,1,0
753,Anastasios Donis,gr GRE,FWMF,Reims,fr Ligue 1,24,1996,4.1,8,7,4,2,2,3,0,3,0,8,1,0
754,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17,0,0,0,0,0,0,0,0,0,0,9,2
755,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,76,47,47,23,6,34,12,22,35,111,36,3
756,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34,50,30,36,12,2,34,26,8,13,63,112,4
757,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,36,17,15,14,7,14,0,14,5,41,7,0
758,Lohann Doucet,fr FRA,MFDF,Nantes,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,0,1,1,0,0
759,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,75,43,30,37,8,33,8,25,28,103,32,0
760,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,75,43,34,34,7,30,7,23,68,143,24,0
761,Fodé Doucouré,ml MLI,DFFW,Reims,fr Ligue 1,20,2001,1.7,12,9,9,3,0,1,0,1,4,16,6,0
762,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,1,0
763,Kamory Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,8,2,2,5,1,9,3,6,3,11,3,0
764,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1,0,0,0,0,0,0,0,0,0,0,0,0
765,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,24,1996,24.7,30,20,16,9,5,25,4,21,39,69,51,0
766,Kieran Dowell,eng ENG,FWMF,Norwich City,eng Premier League,23,1997,10.1,18,7,8,7,3,10,1,9,7,25,4,0
767,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,0,0,0,0,0,0,0,1,1,5,2
768,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,4,3,2,2,0,8,4,4,10,14,33,0
769,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,5,4,2,3,0,7,3,4,13,18,17,0
770,Cody Drameh,eng ENG,DFMF,Leeds United,eng Premier League,19,2001,1.4,4,2,3,1,0,0,0,0,1,5,4,0
771,Julian Draxler,de GER,FWMF,Paris S-G,fr Ligue 1,27,1993,6.1,3,2,0,3,0,3,0,3,5,8,3,0
772,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16,1,1,1,0,0,0,0,0,0,1,9,0
773,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,18,14,9,9,0,27,20,7,22,40,82,0
774,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,18,8,12,6,0,18,9,9,24,42,102,0
775,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,76,47,43,27,6,40,6,34,57,133,82,0
776,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,43,27,22,14,7,27,3,24,22,65,35,1
777,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26,1,1,1,0,0,0,0,0,0,1,8,2
778,Ondrej Duda,sk SVK,MFFW,Köln,de Bundesliga,26,1994,17.9,23,16,4,12,7,14,2,12,17,40,9,0
779,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,17,6,5,8,4,8,0,8,10,27,4,0
780,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16,15,12,12,3,0,24,18,6,16,31,76,1
781,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1,0,0,0,0,0,1,0,1,4,4,4,0
782,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,32,12,9,14,9,15,6,9,9,41,26,0
783,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,7,3,3,4,0,5,0,5,3,10,5,0
784,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,34,19,13,16,5,32,3,29,10,44,7,0
785,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,10,8,5,5,0,32,28,4,27,37,113,3
786,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,13,7,6,5,2,8,1,7,10,23,7,0
787,Hugo Duro,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0
788,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,25,19,11,13,1,24,2,22,4,29,20,1
789,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,71,44,43,21,7,40,5,35,53,124,92,0
790,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,30,13,7,14,9,19,0,19,9,39,4,3
791,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,14,8,7,4,3,22,5,17,4,18,35,0
792,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21,25,14,19,6,0,19,9,10,15,40,42,0
793,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,28,12,16,8,4,13,3,10,16,44,38,1
794,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37,2,1,2,0,0,0,0,0,0,2,12,0
795,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,29,18,11,14,4,11,2,9,19,48,8,0
796,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,16,10,2,7,7,20,5,15,0,16,18,0
797,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0,1,1,1,0,0,0,0,0,0,1,0,0
798,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,48,28,17,25,6,35,11,24,30,78,32,1
799,Lilian Egloff,de GER,MFDF,Stuttgart,de Bundesliga,18,2002,0.3,1,0,0,1,0,1,0,1,0,1,0,0
800,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,32,18,27,5,0,13,4,9,9,41,26,0
801,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0,0,0,0,1,1,0,2,2,2,0
802,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,43,28,17,21,5,27,7,20,29,72,25,0
803,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,18,10,8,6,4,9,2,7,6,24,15,0
804,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,8,8,3,2,6,0,9,2,7,4,12,5,0
805,Caleb Ekuban,gh GHA,FWMF,Genoa,it Serie A,27,1994,19.1,19,12,2,12,5,19,5,14,9,28,6,0
806,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,26,20,12,12,2,17,1,16,9,35,7,0
807,Alberth Elis,hn HON,FWMF,Bordeaux,fr Ligue 1,25,1996,15.7,19,10,5,5,9,9,0,9,7,26,10,0
808,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,3,0,1,1,1,8,1,7,4,7,2,0
809,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,21,1999,18,25,15,10,10,5,13,2,11,8,33,17,0
810,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9,16,8,10,5,1,7,1,6,14,30,13,0
811,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,21,14,16,5,0,19,13,6,29,50,86,0
812,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27,40,24,23,17,0,33,22,11,34,74,83,1
813,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,18,2003,19.8,18,10,9,6,3,7,0,7,4,22,4,0
814,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,26,1994,22.7,36,17,14,15,7,23,2,21,12,48,28,0
815,Adri Embarba,es ESP,FWMF,Espanyol,es La Liga,29,1992,22.1,44,29,22,15,7,35,3,32,19,63,30,0
